,distance,score
106,-0.003447420528267366,5
107,0.15990597002882068,4
108,0.2072559817318293,4
109,0.18124320130965724,4
110,-0.10195929614245053,1
111,0.28190577478089474,5
112,-0.1438735909828675,1
113,-0.0644851336437771,4
114,-0.022228534378659667,1
115,0.15965093483155554,3
116,0.002644835569064542,2
117,0.20430753626995643,5
118,0.05512893323169851,1
119,0.038908538390236246,3
120,0.08245416473125028,1
121,0.04917852227948171,5
122,-0.01527203654259875,5
123,0.04940498490327459,5
124,-0.0157857396128234,5
125,0.05848861849471458,4
126,0.3209685549750682,5
127,0.1258163282387543,5
128,0.10103208131768283,4
129,0.09068279414364587,5
130,0.09953197766605286,5
131,0.15820901081620223,4
132,0.08422790166633828,5
133,0.11575946504432925,5
134,0.3254102255604131,5
135,0.0273420983340681,5
136,0.033088584183195796,5
137,0.5254954853605626,5
138,0.15468574811891345,1
139,-0.0848804603842197,1
140,0.04710678083095962,5
141,0.046944877766831476,3
142,0.04828791935058566,5
143,0.09083764164044847,5
144,0.10237947445343498,5
145,0.13754924593057047,5
146,0.14881592309862984,4
147,0.06457364248436331,5
148,0.4590428022022002,5
149,0.0031776785222419573,5
150,0.21434038066822975,5
151,0.009305501900883268,2
152,0.052786826274830875,4
153,0.24791725203776413,5
154,0.18577514973840428,5
155,-0.006178798356445268,5
156,0.3484023905072857,5
157,0.503602776901501,5
158,0.0,2
159,0.0582901934179037,5
160,-0.004689543189775528,5
161,0.05427703453008716,4
162,0.026318742645349086,1
163,0.2648943937108733,5
164,-0.03204174892082928,5
165,0.12767959798074463,5
166,-0.025073251736393423,5
167,0.13391275879683856,1
168,0.12904478948653794,5
169,0.08328355637296388,5
170,0.024291560761793632,3
171,0.035885083353266324,5
172,0.24851856023539265,5
173,0.24609327101387435,5
174,0.16825798174132567,5
175,0.007701992891792681,5
176,-0.012405532997559414,3
177,0.051296729004331944,4
178,-0.041965834054798944,2
179,0.21731332861571434,5
180,0.09179957906672111,3
181,0.012873897513992831,5
182,0.2046415807100359,5
183,0.1823825225969217,5
184,0.2234038981351092,5
185,0.26211913481860566,3
186,0.0439228511752988,4
187,-0.013634435462600122,4
188,0.4590428022022001,5
189,0.09629891992139512,5
190,0.3757804963557085,5
191,0.3400592675893922,5
192,0.08905948230828864,4
193,-0.03949864263522466,5
194,0.17202084461772021,5
195,0.4062474683290515,4
196,-0.024770841109291168,1
197,0.0,3
198,0.586060011114596,5
199,-0.02035166544867229,5
200,0.051108255434659695,5
201,0.011310795573214072,5
202,-0.025073251736393423,5
203,0.02116568707074611,3
204,0.1063058984811035,5
205,0.1936857280046829,5
206,-0.014530341728989822,3
207,0.15965093483155554,5
208,0.444347643429017,5
209,0.2020810727914213,5
210,0.1492504065203613,4
211,0.07907436951052754,5
212,0.012582037374835592,4
213,-0.033101210722097034,2
214,0.006348113203696791,5
215,0.04389841869653412,5
216,0.02130871822760958,5
217,0.2415812005554287,3
218,-0.0030061169386363393,3
219,0.07749907991599693,1
220,0.15199536935482572,3
221,0.5254954853605626,5
222,0.049165614432367576,5
223,0.08110038110105022,5
224,0.13625193781222655,5
225,0.42675555763311745,5
226,0.14290106543722528,5
227,0.0941647016731071,5
228,0.07619164227350629,5
229,0.34313380018877426,5
230,0.07475726459576976,5
231,0.04751783854018903,3
232,0.02051915159315054,5
233,0.31543740176657065,5
234,0.13737418750852398,5
235,0.3056965262879273,5
236,0.06431494850441344,3
237,-0.07447250281718294,1
238,0.01513747509850315,5
239,0.01228180854528082,5
240,0.003889485359159346,5
241,0.07922624850874133,5
242,0.12630781092435395,5
243,-0.01124682975941714,5
244,0.0315013274824699,5
245,0.04854782773561277,5
246,0.1143693773063738,4
247,-0.08531273344924667,2
248,0.018174153874494073,5
249,-0.004418157699002477,5
250,0.24157917089523112,5
251,0.3683000673964461,3
252,0.20523278994563096,5
253,0.08036327820766934,5
254,0.19459555827141395,5
255,0.03258540689342752,4
256,0.11475250772721532,5
257,0.0,5
258,-0.0020160926777502853,5
259,0.02872157351386517,5
260,0.503602776901501,5
261,-0.059165288295741886,1
262,0.010785596654952274,5
263,0.031611867565853505,1
264,0.00092402346303278,1
265,0.06584205622240207,3
266,0.14493852169153065,5
267,-0.02162009485432062,3
268,0.03472651615584255,4
269,0.18555874620891077,5
270,0.04438864709084823,5
271,-0.019113759751323914,1
272,-0.021521452510001156,4
273,0.043178105467353345,5
274,0.12297079735020412,4
275,0.059412841294414265,4
276,0.010338698448474782,5
277,0.04419320948484646,5
278,0.0,5
279,-0.05617629718045843,3
280,0.5254954853605626,3
281,0.1295006697322282,4
282,0.12775576715363718,1
283,0.28046972855039765,5
284,0.08431771167612584,4
285,0.39874455573022205,5
286,0.11800727650924092,5
287,-0.05542212639292707,5
288,-0.00127081138803223,5
289,0.10583140622911993,1
290,0.14359116388756524,5
291,-0.13932773294048173,1
292,0.3107520668918129,5
293,0.12202130718777737,5
294,-0.07767626022480197,5
295,0.11102647529075159,4
296,0.03427788773936255,4
297,0.0,5
298,0.5491192408553032,5
299,0.10382845875293545,5
300,-0.000220604076741392,2
301,0.10282946654542076,5
302,-0.0012272091224700076,1
303,-0.02026713700071843,3
304,0.07158376333116566,5
305,0.10648149355907491,5
306,0.3254102255604131,5
307,0.01506767533557618,5
308,0.018348591477529635,5
309,0.21697694036893383,4
310,0.09092204882779235,5
311,0.07758325171494071,5
312,0.0,4
313,0.09756710441121257,5
314,0.04333229831775859,5
315,-0.05695315645145416,5
316,-0.012619199245841718,2
317,-0.002363218465938236,5
318,-0.11296210273982513,1
319,0.006411816567478148,5
320,-0.06544210600479476,3
321,0.03716086324913869,5
322,0.05773588955392553,5
323,0.16441675486313256,5
324,-0.1122536273938374,1
325,0.1663291367719456,5
326,0.15214421773286899,5
327,0.05013558757905241,4
328,0.1746950481274492,5
329,0.03446235548494471,5
330,0.22508568568621312,4
331,0.06929473827517167,5
332,0.13700785482631617,5
333,0.05245423832565069,5
334,-0.0002926563030179394,4
335,0.10787466014342151,5
336,-0.00408143161232965,5
337,-0.025172947858597288,5
338,0.15965093483155554,5
339,-0.07721888551555942,1
340,-0.0008823854732033283,4
341,0.08808918512467254,5
342,-0.004476485518761168,5
343,-0.036561201352699475,5
344,0.02735537055950435,5
345,-0.03440043594954757,1
346,0.0429839279215599,5
347,0.03331075474828632,5
348,0.019139443384164245,5
349,0.00467685271212514,2
350,-0.0678058708230305,1
351,0.11074003387037461,5
352,0.0007329842541583574,5
353,-0.01348282854172762,1
354,-0.0372112917896274,1
355,0.01444172724018941,5
356,0.0017190909946928818,4
357,-0.029959553489904395,5
358,0.024248856382904707,5
359,0.022903752332867604,2
360,-0.04068991347246323,4
361,0.024372090608389768,5
362,0.14970145790178088,5
363,0.03857803441898419,4
364,0.09064051561138797,5
365,0.03205421998707002,5
366,-0.022497108045237833,1
367,-0.03195084283163241,4
368,0.0,5
369,0.12716724193422319,4
370,0.1570984467857755,5
371,0.00299397654850088,4
372,0.062043263137504176,5
373,0.11269300577154055,3
374,-0.00014973376625233977,5
375,0.13756572765036665,5
376,0.06897227451359775,4
377,0.1288589681835534,5
378,0.09537077446626811,5
379,0.0033296523296777337,5
380,0.02290063399770727,3
381,0.008081010204026275,5
382,0.00341461683861991,5
383,0.021684941903882357,5
384,0.023104766719863584,5
385,0.013401561053556051,5
386,-0.024706657376694134,5
387,0.05327052153209933,1
388,0.06075180361479561,5
389,0.1686178685081421,2
390,0.14847177819733076,5
391,0.03990790345303066,5
392,0.25057495262427215,5
393,0.15965093483155554,5
394,0.0,5
395,-0.11828793071773083,2
396,0.05677278565214348,3
397,0.048822236881101065,5
398,-0.015096952211237115,1
399,0.05505955061457765,5
400,0.5254954853605626,2
401,-0.007110170743611606,5
402,0.16320873567809882,5
403,0.1445369732181642,5
404,0.004189185383050423,4
405,-0.04342097459355001,4
406,0.0010705805265867417,3
407,-0.026704342033680106,3
408,0.0800754717190428,5
409,0.01937221785157723,4
410,-0.007545625387339669,5
411,0.03364358698015794,5
412,0.3578720523054692,3
413,0.05498188272622744,2
414,0.1248128590654712,5
415,0.20768980313890734,3
416,0.05077731491139672,5
417,0.5254954853605626,5
418,0.1501170870680204,4
419,0.21431667941604732,5
420,0.07740285253665706,4
421,0.28256601700879713,5
422,0.030067576836221,5
423,0.16914057430920396,5
424,-0.01510297865321643,5
425,0.1926190212498891,5
426,0.0013961215067398185,5
427,0.1961633426632046,5
428,-0.04421874109518449,2
429,0.04856024861152771,5
430,-0.0333051234722237,2
431,-0.047909479632776315,5
432,0.00446955496744989,5
433,0.31371523314922395,5
434,-0.015082434022172604,2
435,0.151822611720298,3
436,0.012606054179142451,5
437,0.06206939954656423,5
438,0.12708874158496214,5
439,0.021259947538262082,3
440,-0.0005035258916771183,3
441,0.1152963142541828,1
442,0.2354630959231226,5
443,-0.019235247555649003,5
444,0.18764598626653634,5
445,0.1807748301370078,4
446,0.0,5
447,0.0,2
448,-0.008377119160562335,5
449,-0.01554223548251364,3
450,0.001099453834789531,5
451,-0.028751854167738795,1
452,0.018036609029771635,5
453,0.02034851746958305,3
454,0.04102502613658758,5
455,0.263846592596626,5
456,0.15712922640709093,5
457,0.04346793667597623,3
458,0.06037846954300163,5
459,0.12336063796978096,4
460,0.08166500321871248,4
461,0.12363725724080427,5
462,0.0,5
463,0.08038677923548389,5
464,0.09164338173230568,5
465,0.12363725724080427,5
466,0.05590348606247542,2
467,0.000649635472561254,4
468,0.008247782070857995,5
469,-0.00020444967592712828,4
470,0.024587126620769468,5
471,0.019204850417552828,5
472,0.021880317758686332,5
473,0.00446955496744989,5
474,0.06487363987267965,4
475,0.12300362386603945,5
476,0.015742858942637657,4
477,-0.1033374504236426,2
478,0.10725323486885764,5
479,0.0,1
480,0.05825544938648736,4
481,0.0017622989467275208,4
482,-0.03939881633154051,1
483,0.02694977036878218,5
484,-0.17827734707526505,3
485,0.15836061817270977,3
486,-0.05796343162449928,5
487,0.0,5
488,0.005085548355881417,4
489,0.03227432213295087,1
490,0.16411367362518808,5
491,0.18201144382580606,1
492,-0.02160698736259399,3
493,0.030501608573453312,2
494,0.5006533849877408,5
495,0.004949788510487053,5
496,0.0023259264177058984,5
497,0.04759189216333075,5
498,0.17133634404376977,5
499,0.11983545787967553,5
500,0.0,4
501,-0.06800486791171072,2
502,-0.054743565753269365,3
503,0.12952826743147033,5
504,-0.2142164217481578,4
505,0.29518315594081496,4
506,0.06184888324142383,4
507,-0.05311607899899287,3
508,0.04061326255563778,5
509,0.0008591095080855626,5
510,-0.16600542481465352,1
511,0.34195895000721893,5
512,0.14627505853943426,5
513,0.07565997440815779,5
514,0.17726433468783975,5
515,-0.07566718447508895,2
516,-0.01638002437881631,5
517,-0.043845054593049305,5
518,0.1726378568568424,5
519,0.011411932287059334,5
520,0.12127317898854255,5
521,0.2570236688970127,5
522,0.161652741489581,2
523,0.033979182282556294,5
524,0.018719990465290406,4
525,-0.2176878431489268,5
526,0.5254954853605626,5
527,0.06348135363029203,5
528,0.02480101380276545,5
529,0.06920920669030045,4
530,0.2061823440955678,5
531,0.06644365790528525,5
532,0.014114045297792834,4
533,0.11389057840597162,5
534,-0.04932208990279713,3
535,0.503602776901501,5
536,0.010944979954511557,5
537,0.04424750801943351,5
538,-0.016603032584774413,4
539,0.0005724872730193214,5
540,0.3439670198871034,5
541,-0.056429024562490236,5
542,0.01005377241809852,5
543,-0.006631564295755931,1
544,0.01855375030163422,5
545,0.002827122612045306,5
546,0.31822577626795523,5
547,0.036390196721585076,5
548,0.1906386949781911,5
549,0.13284949424062312,5
550,0.13449522854287915,5
551,-0.08190743619213905,4
552,-0.036081071550694586,4
553,0.045395226801286964,5
554,0.005211034905275525,5
555,-0.008356606454095927,5
556,0.005211034905275525,5
557,0.0,5
558,0.03716086324913869,5
559,0.06928899945846091,5
560,0.06277449901553073,5
561,0.17694552045179604,5
562,0.047466505418061196,5
563,0.23222697228915462,5
564,-0.07326476630843214,1
565,-0.05488029606216019,5
566,-0.1276610304241878,2
567,0.010739669765299064,4
568,0.14627505853943426,5
569,-0.012007723804213182,4
570,0.051052418968461064,5
571,0.13041784717809332,5
572,0.15431571980281986,4
573,0.015446815605415377,5
574,0.20664112694531153,5
575,0.009524366416297222,5
576,0.0,5
577,0.0639626294207046,4
578,0.27934861447195186,5
579,0.12231173706921981,3
580,0.05134348932136268,5
581,0.0862703445710919,5
582,0.002331645273089045,5
583,0.06604872673356985,5
584,0.14832748900384976,5
585,-0.06631693954394136,5
586,-0.0066481646792161874,5
587,0.034394723374624896,5
588,0.1989686041943684,5
589,0.151822611720298,5
590,0.263546552639665,4
591,0.07321165349933732,5
592,0.16649742922230237,5
593,0.11157190713949819,5
594,0.009681186098706265,5
595,0.13108786065858247,4
596,0.07765124725091783,4
597,0.08411358439717377,5
598,0.14627505853943426,5
599,0.0799546355150953,4
600,0.0650817194244029,4
601,0.09480150388324585,4
602,0.04449057225581508,4
603,0.12389519369848011,4
604,0.10307643035549797,5
605,0.1524534664944895,5
606,0.31299368620380075,5
607,0.03658865526623516,5
608,0.16227727057585317,4
609,0.08314469686223636,4
610,0.16957452069098577,5
611,-0.03594355941442619,5
612,0.15965093483155554,5
613,-0.055143711600442014,5
614,0.1718063257350016,5
615,0.05122825115727647,5
616,0.5254954853605626,5
617,0.127075856198717,5
618,0.2187686030564581,4
619,0.12907924020399877,5
620,0.11518350083755079,5
621,0.017323970788302553,5
622,-0.0016534411395778392,3
623,0.007436237417936132,5
624,0.030052432975927742,4
625,0.3366633829213422,5
626,-0.014674761955388471,2
627,0.032064681899848034,2
628,0.37508407766490254,4
629,0.077732007000747,5
630,0.003095703226230828,5
631,0.02502409439922273,4
632,0.18447594367732048,5
633,0.2312345202606983,5
634,0.151822611720298,5
635,0.0884958444767247,5
636,-0.007792291473048128,5
637,0.4400264932953702,4
638,-0.021638167663033305,2
639,0.03255627212006402,5
640,-0.010274145436055721,5
641,-0.04894385484388296,4
642,0.08914567977829843,5
643,-0.14563217272320336,1
644,0.06456774324430728,5
645,0.19986221049692274,5
646,0.3395439518705709,5
647,-0.006577824165437618,5
648,0.12956923283766897,5
649,0.014568580144984845,5
650,0.06927309746559976,3
651,0.19031873967238871,5
652,0.14319499223856855,5
653,0.0,4
654,0.5933992632330264,5
655,0.029714143298376877,5
656,-0.052848845853868204,1
657,0.05639427870538413,5
658,0.20838278002052554,5
659,-0.04637624296640308,2
660,0.2050559655298629,5
661,0.24691773206872686,5
662,-0.004677577501769297,5
663,0.12202216739187677,5
664,0.09893512691592948,2
665,0.014449727275638447,5
666,0.06641095884181719,5
667,0.15965093483155554,5
668,0.3290132888209575,5
669,-0.007604660014496361,5
670,0.2960149657042523,5
671,0.1980035611480555,5
672,0.12587660983275956,5
673,0.07803101562584049,5
674,-0.039778473622819555,4
675,0.0326470647638709,5
676,0.002416931382746454,3
677,-0.018462281522030728,5
678,-0.07674650117080574,3
679,0.0620037835006345,5
680,0.03396040119129757,2
681,0.3365034350791995,5
682,0.06281239451413521,5
683,0.12086339321347157,5
684,0.16196418685548072,5
685,0.06605026697354802,3
686,0.02898639139884362,5
687,0.05163355620594814,5
688,0.14359170790705794,4
689,0.08213268089917944,5
690,0.004392780418666099,5
691,0.15965093483155554,5
692,0.30609594376640487,5
693,0.17403147098976388,4
694,0.04265123479338691,4
695,0.038733491358406494,3
696,0.13532284451932042,5
697,0.09819135429165265,5
698,-0.0700411593724717,4
699,0.07301916036667488,5
700,0.04772727924906211,5
701,-0.021227733261355665,2
702,-0.012117674289680415,4
703,-0.28625959125754785,1
704,0.15026269039148957,5
705,0.012345909369930193,5
706,0.00804277256254185,1
707,0.14026499219031596,4
708,0.035432476659269165,5
709,0.10621123773599195,5
710,0.006430377880655376,5
711,-0.02213348998433281,2
712,-0.008879813243083916,5
713,-0.004960012915693302,2
714,0.0039932013098347326,5
715,-0.0045786191278448015,5
716,-0.0369250893905594,4
717,0.22113770055808837,4
718,0.5254954853605626,5
719,0.01135726673005325,3
720,-0.0029487973387316855,5
721,0.06362662600589812,5
722,0.10524657483944869,5
723,0.4590428022022002,5
724,0.16214412369370826,5
725,-0.0006652199760888823,3
726,-0.08933713183953082,2
727,-0.022467790395669967,4
728,0.05198509320108084,5
729,-0.06583653726005925,1
730,-0.030189867595127384,4
731,-0.04208460413771169,3
732,0.01969051638401846,4
733,0.0019364017512126133,4
734,0.10530905814725616,5
735,-0.015172335013372243,1
736,-0.01372991751001397,5
737,0.022598154157677883,5
738,0.012315918135315478,5
739,0.019629523780626636,5
740,-0.052813739160809156,2
741,0.035371477307436304,3
742,0.013221937899959277,5
743,0.09848521820622215,5
744,0.0,5
745,-0.018685587178942517,4
746,-0.01349695871109749,4
747,-0.017414871211116963,3
748,0.0001460084998131247,5
749,0.04533507604110742,1
750,0.14407087331831298,5
751,-0.03886999501222985,4
752,0.024647426577229622,4
753,0.013310288358042384,2
754,0.0018368316521109613,3
755,0.0029176752907627643,5
756,0.3107520668918129,5
757,0.1048069216074552,3
758,-0.043198976962831,2
759,0.025864279005094627,2
760,0.05418383797627755,5
761,0.09224503864912559,5
762,0.024520745852835694,5
763,0.003733864958382363,2
764,0.005187857992402766,1
765,0.25862460929773007,5
766,0.3426992547825969,5
767,0.3578720523054692,5
768,-0.030252184454469522,1
769,-0.0013736183150172606,2
770,0.5036027769015011,5
771,0.13457651229179146,5
772,0.0,3
773,-0.0017825227318204505,5
774,-0.0018057831616110531,4
775,0.07945764054123979,5
776,0.003079127193692005,5
777,0.0875320189378633,4
778,0.10123721188388819,4
779,-0.010454967014506421,5
780,-2.746853293018013e-05,5
781,0.1265656951929997,4
782,0.06392908989123954,4
783,-0.049582939575710874,5
784,0.15965093483155554,5
785,0.09428700591686857,3
786,0.08733695941659267,5
787,0.05862972641437304,5
788,0.09838162348116544,5
789,0.06846174083954262,4
790,0.0870571123108085,5
791,0.11382962677948429,3
792,-0.07213496402006903,1
793,-0.13302027860163756,5
794,0.030188925302145675,5
795,0.03234189636901924,5
796,0.1668336492505336,5
797,0.09300654698560465,4
798,-0.034731683161731725,5
799,0.03267113220289217,5
800,0.008983555767918048,5
801,0.10790584126153523,5
802,0.5036027769015011,1
803,0.0733593832067114,4
804,0.15597688339328664,5
805,0.003095703226230828,5
806,-0.030548236762428314,4
807,0.0826795709647886,4
808,0.07732659381641124,5
809,0.15965093483155554,5
810,0.14813303462798624,5
811,-0.015347607804611606,3
812,0.24574870948304797,5
813,-0.011798158284794833,5
814,0.026124949506714956,5
815,0.04744100069543471,1
816,0.17890552822348027,5
817,0.01120215402241416,5
818,0.16100102693788176,5
819,0.06009333185082836,3
820,-0.13457733028434066,2
821,-0.023527208568495633,3
822,0.011216804620961036,5
823,0.2663556162441237,5
824,-0.10119200831764957,5
825,0.06173282025888842,5
826,0.13352696506773676,5
827,0.06832630272568072,5
828,0.028684306443222108,5
829,-0.008503889263829709,5
830,0.12601052880053748,4
831,-0.0072305350257958435,2
832,0.04805413629407797,5
833,0.05209780331458794,5
834,0.11636426884056933,5
835,0.008169578894185812,5
836,-0.06175180191017035,4
837,0.12690762983604198,5
838,0.017721503054886407,5
839,0.08961157647743974,4
840,-0.0051860706251729335,4
841,0.09915116269793575,5
842,0.10859837626137273,5
843,0.010107805628124328,5
844,0.4011470328163223,5
845,-0.022018039702883754,2
846,0.007912595166975348,5
847,0.026314383262640476,3
848,0.0793506554053625,5
849,-0.009155264748925173,3
850,0.5254954853605626,5
851,0.09231492286121905,5
852,0.20678763346992587,5
853,0.03620530425634721,1
854,0.061301060151180864,5
855,0.06005017692257711,3
856,0.15949328485696407,5
857,0.037665305738262954,4
858,0.08074273384698033,5
859,0.04409800206704578,4
860,0.08636587370411808,5
861,0.025587211038347143,5
862,0.06236912539716969,5
863,0.11342750701254481,4
864,0.041371100519987755,4
865,0.017772665304540823,5
866,0.042081072475783236,5
867,0.15965093483155554,5
868,0.0688876758217361,5
869,0.021153084266317866,5
870,0.21190942914759597,5
871,-0.04814983529623338,1
872,0.04656029489191522,4
873,0.04198120978201857,5
874,0.16887484973130182,5
875,0.05383328391030301,4
876,0.17444020529975335,5
877,-0.02825439726338049,4
878,0.045328152212889924,4
879,0.17406672005405704,5
880,0.5860600111145962,5
881,0.18920438489638097,5
882,0.5860600111145962,5
883,0.11749980218328804,5
884,0.16184362948415199,4
885,0.08003957955862515,5
886,-0.17429157077981544,2
887,0.04994887433518408,4
888,0.0,5
889,0.056219195235195904,5
890,0.036690741887674606,5
891,0.022674343422646754,5
892,-0.047574554485314786,1
893,0.08245493292054484,1
894,0.022674343422646754,5
895,-0.020099068393063007,5
896,-0.008178991299815832,4
897,0.3107520668918129,5
898,0.10747484547357959,5
899,0.2211815029145024,5
900,0.208762954020059,4
901,0.025301417526443364,5
902,0.15301175180078624,5
903,0.1935480006281697,4
904,-0.010542355001569827,5
905,-0.18617157544116747,2
906,-0.045094313070618806,2
907,0.1198059681961448,4
908,0.15808873383148841,5
909,-0.05358044233069219,5
910,-0.06582358539967303,1
911,0.12300354782396464,5
912,0.07472272957242454,5
913,0.08755904569819126,5
914,0.05393139006264008,5
915,0.06882849178547736,5
916,0.022862027462591063,5
917,-0.1741051681888268,1
918,0.20310973163558182,5
919,0.02886944134259281,5
920,-0.007412046833225157,1
921,0.3395439518705709,5
922,0.1832642123054863,4
923,0.06837461783106305,2
924,0.07877841328067803,1
925,0.16216468229922582,1
926,-0.004966792626454106,5
927,0.05714374011931942,5
928,-0.04122168549614254,3
929,0.028499453598248584,5
930,0.024024301741802048,5
931,-0.0014879776618957523,5
932,0.19607334085588002,5
933,0.24276286358152613,5
934,0.048140184626929254,5
935,0.16497377854272138,5
936,0.16497377854272138,5
937,0.32632161914129654,4
938,0.4111017808180759,4
939,0.07077291540004828,5
940,0.13444789293892304,5
941,0.2339398236030184,5
942,0.011845702013560874,2
943,-0.06554181888800688,5
944,0.09438583938502451,2
945,0.322165602715895,5
946,0.15931446412494427,4
947,-0.0011436813015144468,5
948,-0.06065497376103428,1
949,0.005913753661328446,2
950,0.050637445781619994,5
951,-0.01052509993998689,1
952,0.1151889230193962,2
953,0.2443161171407049,5
954,-0.12687755767947823,1
955,0.043521380886468355,5
956,0.2107457916338501,5
957,-0.020884072846996185,1
958,0.08364250180006841,5
959,0.5756515481255211,5
960,0.006214865021824927,5
961,0.05037429748258327,5
962,0.03085918590955574,5
963,0.10161664570124805,5
964,0.041985004186898614,3
965,0.0,5
966,0.025446534952543915,5
967,0.03272045961356022,5
968,0.021360754638999866,5
969,0.06392936897775177,5
970,0.0788487414377073,5
971,0.11832774732085548,5
972,0.06657251160776886,4
973,-0.04238762919654295,4
974,0.12336063796978099,5
975,0.00401187969455105,4
976,0.1336857025948711,5
977,0.3254102255604131,4
978,0.1029560335055994,4
979,0.08070546941145795,5
980,0.503602776901501,5
981,0.05767985962083555,4
982,0.051015863596781286,5
983,0.058783614828054984,5
984,0.2736169154737763,5
985,0.060860141185722624,5
986,-0.022335077286581656,2
987,-0.012388108416418233,1
988,0.13432428878949962,4
989,0.10854197771949833,4
990,0.04440233062637521,3
991,0.6132744528705023,5
992,0.23386962328148145,5
993,0.1677653916110824,5
994,0.04137835775371205,4
995,0.19441117749145206,5
996,-0.012844617467187989,5
997,0.36741530326814953,5
998,0.06859301128093372,4
999,0.08724753427210793,5
1000,0.036085469969045124,4
1001,0.05919333401816171,5
1002,-0.04602035300919794,1
1003,0.0508318914866034,5
1004,0.44400588510886224,5
1005,0.3096074782544359,5
1006,0.20291506694168077,5
1007,-0.005552443788427007,5
1008,0.018612417512823314,4
1009,0.23630510849574762,5
1010,-0.2591855336049363,1
1011,0.2574786200000222,5
1012,0.02683609568104269,5
1013,0.011761084380680846,4
1014,-0.05922569746782025,5
1015,0.23929561613521386,4
1016,-0.0349166734138663,5
1017,0.04091836348819778,5
1018,-0.030215587763431792,3
1019,0.02137375432478871,5
1020,0.07719194780231561,3
1021,0.11575946504432924,5
1022,0.004516543678089652,2
1023,0.06693675810839189,5
1024,0.0,5
1025,0.037975090469757736,1
1026,0.2272511855249246,5
1027,0.05013649812311496,5
1028,0.09742577958491136,4
1029,0.12672674360219544,5
1030,0.017722113658217784,5
1031,0.08853971480738118,5
1032,0.3161716123041245,3
1033,0.06212076497635666,5
1034,0.08273514906243087,5
1035,0.01296038484559772,5
1036,-0.0699361830704042,3
1037,0.06388366048891078,4
1038,-0.015614040667496583,4
1039,-0.07132686245395366,5
1040,0.27362373610926294,4
1041,0.008580140942667135,5
1042,0.15246819042463386,5
1043,0.17066837731296183,5
1044,0.12322345495983583,5
1045,0.11772003588173853,5
1046,0.06219164046760318,5
1047,0.3901669005299342,5
1048,-0.02160841369537885,2
1049,0.011289544699097499,5
1050,0.15965093483155554,5
1051,0.021389258692577035,5
1052,0.021389258692577035,5
1053,0.052134572154388374,5
1054,0.1582323367457097,5
1055,0.038702270892839195,2
1056,0.1509857715492147,5
1057,0.0947236853081262,5
1058,0.2566953948529242,5
1059,0.17192306558224976,5
1060,-0.13673561186669503,3
