hair_rate1,hair_rate2,hair_rate3,hair_rate4,hair_rate5,hair_emtion,mic_rate1,mic_rate2,mic_rate3,mic_rate4,mic_rate5,mic_emtion,pac_rate1,pac_rate2,pac_rate3,pac_rate4,pac_rate5,pac_emtion
0,0,0.0625,0.25,0.6875,198,0.0625,0,0.125,0.25,0.5625,85,0,0,0.0625,0.125,0.8125,130
0,0,0.058823529,0.294117647,0.647058824,204,0.058823529,0.058823529,0.117647059,0.235294118,0.529411765,85,0,0,0.058823529,0.176470588,0.764705882,137
0,0,0.055555556,0.277777778,0.666666667,207,0.055555556,0.055555556,0.111111111,0.277777778,0.5,87,0,0,0.055555556,0.222222222,0.722222222,142
0,0,0.052631579,0.315789474,0.631578947,216,0.052631579,0.105263158,0.105263158,0.263157895,0.473684211,90,0,0,0.052631579,0.210526316,0.736842105,146
0,0,0.05,0.3,0.65,225,0.05,0.1,0.1,0.25,0.5,97,0,0,0.1,0.2,0.7,152
0,0,0.047619048,0.285714286,0.666666667,229,0.047619048,0.095238095,0.095238095,0.238095238,0.523809524,103,0,0,0.095238095,0.19047619,0.714285714,156
0,0.045454545,0.045454545,0.272727273,0.636363636,239,0.045454545,0.090909091,0.090909091,0.272727273,0.5,103,0,0,0.090909091,0.181818182,0.727272727,164
0,0.043478261,0.043478261,0.260869565,0.652173913,244,0.043478261,0.086956522,0.130434783,0.260869565,0.47826087,104,0,0,0.086956522,0.173913043,0.739130435,166
0,0.041666667,0.041666667,0.25,0.666666667,250,0.041666667,0.083333333,0.125,0.291666667,0.458333333,110,0,0,0.125,0.166666667,0.708333333,175
0,0.04,0.04,0.28,0.64,251,0.08,0.08,0.12,0.28,0.44,111,0,0,0.12,0.16,0.72,178
0,0.038461538,0.038461538,0.307692308,0.615384615,254,0.076923077,0.076923077,0.115384615,0.307692308,0.423076923,115,0,0,0.115384615,0.153846154,0.730769231,183
0,0.037037037,0.037037037,0.296296296,0.62962963,259,0.074074074,0.074074074,0.111111111,0.333333333,0.407407407,117,0,0,0.148148148,0.148148148,0.703703704,190
0,0.035714286,0.035714286,0.321428571,0.607142857,263,0.071428571,0.071428571,0.107142857,0.321428571,0.428571429,118,0,0.035714286,0.142857143,0.142857143,0.678571429,199
0.034482759,0.034482759,0.034482759,0.310344828,0.586206897,270,0.068965517,0.068965517,0.103448276,0.310344828,0.448275862,119,0,0.034482759,0.137931034,0.137931034,0.689655172,207
0.033333333,0.033333333,0.033333333,0.3,0.6,274,0.066666667,0.066666667,0.1,0.3,0.466666667,119,0,0.033333333,0.133333333,0.166666667,0.666666667,215
0.032258065,0.032258065,0.032258065,0.322580645,0.580645161,294,0.064516129,0.064516129,0.096774194,0.290322581,0.483870968,120,0,0.032258065,0.129032258,0.193548387,0.64516129,219
0.03125,0.03125,0.03125,0.3125,0.59375,299,0.0625,0.0625,0.09375,0.3125,0.46875,121,0,0.03125,0.125,0.1875,0.65625,236
0.03030303,0.03030303,0.03030303,0.333333333,0.575757576,311,0.060606061,0.060606061,0.090909091,0.333333333,0.454545455,122,0,0.03030303,0.121212121,0.212121212,0.636363636,245
0.029411765,0.029411765,0.029411765,0.323529412,0.588235294,314,0.058823529,0.058823529,0.088235294,0.352941176,0.441176471,123,0,0.029411765,0.117647059,0.205882353,0.647058824,256
0.028571429,0.028571429,0.057142857,0.314285714,0.571428571,319,0.057142857,0.057142857,0.085714286,0.342857143,0.457142857,123,0.028571429,0.028571429,0.114285714,0.2,0.628571429,260
0.027777778,0.027777778,0.055555556,0.333333333,0.555555556,321,0.055555556,0.055555556,0.083333333,0.361111111,0.444444444,126,0.027777778,0.027777778,0.111111111,0.194444444,0.638888889,268
0.027027027,0.027027027,0.054054054,0.351351351,0.540540541,330,0.054054054,0.054054054,0.081081081,0.351351351,0.459459459,130,0.054054054,0.027027027,0.108108108,0.189189189,0.621621622,270
0.026315789,0.026315789,0.052631579,0.342105263,0.552631579,338,0.052631579,0.052631579,0.078947368,0.342105263,0.473684211,131,0.052631579,0.052631579,0.105263158,0.184210526,0.605263158,275
0.025641026,0.025641026,0.051282051,0.358974359,0.538461538,344,0.051282051,0.051282051,0.076923077,0.333333333,0.487179487,137,0.051282051,0.076923077,0.102564103,0.179487179,0.58974359,278
0.025,0.025,0.05,0.375,0.525,350,0.05,0.05,0.1,0.325,0.475,148,0.05,0.075,0.1,0.175,0.6,283
0.024390244,0.024390244,0.048780488,0.365853659,0.536585366,354,0.073170732,0.048780488,0.097560976,0.317073171,0.463414634,149,0.048780488,0.073170732,0.097560976,0.170731707,0.609756098,287
0.023809524,0.023809524,0.047619048,0.357142857,0.547619048,359,0.071428571,0.047619048,0.095238095,0.30952381,0.476190476,149,0.047619048,0.071428571,0.095238095,0.166666667,0.619047619,291
0.023255814,0.023255814,0.046511628,0.348837209,0.558139535,372,0.069767442,0.046511628,0.11627907,0.302325581,0.465116279,151,0.046511628,0.069767442,0.093023256,0.162790698,0.627906977,296
0.022727273,0.022727273,0.045454545,0.340909091,0.568181818,378,0.068181818,0.045454545,0.113636364,0.295454545,0.477272727,152,0.045454545,0.068181818,0.090909091,0.159090909,0.636363636,301
0.022222222,0.022222222,0.044444444,0.333333333,0.577777778,386,0.066666667,0.044444444,0.111111111,0.311111111,0.466666667,154,0.044444444,0.066666667,0.111111111,0.155555556,0.622222222,302
0.043478261,0.02173913,0.043478261,0.326086957,0.565217391,391,0.065217391,0.043478261,0.130434783,0.304347826,0.456521739,154,0.043478261,0.065217391,0.108695652,0.152173913,0.630434783,304
0.042553191,0.042553191,0.042553191,0.319148936,0.553191489,395,0.063829787,0.042553191,0.127659574,0.29787234,0.468085106,158,0.042553191,0.063829787,0.106382979,0.14893617,0.638297872,308
0.041666667,0.041666667,0.041666667,0.333333333,0.541666667,402,0.083333333,0.041666667,0.125,0.291666667,0.458333333,159,0.041666667,0.0625,0.125,0.145833333,0.625,313
0.040816327,0.040816327,0.040816327,0.326530612,0.551020408,406,0.081632653,0.040816327,0.12244898,0.285714286,0.469387755,160,0.040816327,0.06122449,0.12244898,0.142857143,0.632653061,328
0.04,0.04,0.04,0.32,0.56,412,0.08,0.04,0.12,0.28,0.48,162,0.04,0.06,0.12,0.16,0.62,334
0.039215686,0.039215686,0.039215686,0.31372549,0.568627451,421,0.078431373,0.039215686,0.117647059,0.274509804,0.490196078,166,0.039215686,0.058823529,0.117647059,0.156862745,0.62745098,338
0.038461538,0.038461538,0.038461538,0.307692308,0.576923077,425,0.076923077,0.038461538,0.115384615,0.269230769,0.5,168,0.038461538,0.057692308,0.115384615,0.153846154,0.634615385,346
0.056603774,0.037735849,0.037735849,0.301886792,0.566037736,433,0.075471698,0.037735849,0.113207547,0.283018868,0.490566038,170,0.037735849,0.056603774,0.113207547,0.150943396,0.641509434,367
0.055555556,0.037037037,0.037037037,0.296296296,0.574074074,455,0.074074074,0.037037037,0.12962963,0.277777778,0.481481481,170,0.037037037,0.074074074,0.111111111,0.148148148,0.62962963,374
0.054545455,0.054545455,0.036363636,0.290909091,0.563636364,483,0.072727273,0.054545455,0.127272727,0.272727273,0.472727273,170,0.036363636,0.072727273,0.109090909,0.145454545,0.636363636,378
0.053571429,0.053571429,0.035714286,0.285714286,0.571428571,494,0.071428571,0.053571429,0.125,0.267857143,0.482142857,178,0.035714286,0.089285714,0.107142857,0.142857143,0.625,380
0.052631579,0.052631579,0.035087719,0.298245614,0.561403509,513,0.070175439,0.052631579,0.122807018,0.263157895,0.49122807,181,0.035087719,0.087719298,0.105263158,0.140350877,0.631578947,381
0.051724138,0.051724138,0.034482759,0.293103448,0.568965517,514,0.068965517,0.051724138,0.137931034,0.25862069,0.482758621,181,0.034482759,0.086206897,0.103448276,0.137931034,0.637931034,383
0.06779661,0.050847458,0.033898305,0.288135593,0.559322034,519,0.06779661,0.050847458,0.13559322,0.254237288,0.491525424,186,0.033898305,0.084745763,0.101694915,0.13559322,0.644067797,387
0.066666667,0.05,0.05,0.283333333,0.55,522,0.083333333,0.05,0.133333333,0.25,0.483333333,188,0.033333333,0.083333333,0.1,0.15,0.633333333,390
0.06557377,0.06557377,0.049180328,0.278688525,0.540983607,531,0.081967213,0.049180328,0.147540984,0.245901639,0.475409836,195,0.032786885,0.081967213,0.098360656,0.147540984,0.639344262,390
0.064516129,0.064516129,0.064516129,0.274193548,0.532258065,532,0.080645161,0.048387097,0.161290323,0.241935484,0.467741935,199,0.048387097,0.080645161,0.096774194,0.14516129,0.629032258,391
0.063492063,0.063492063,0.063492063,0.26984127,0.53968254,540,0.095238095,0.047619048,0.158730159,0.238095238,0.46031746,208,0.047619048,0.095238095,0.095238095,0.142857143,0.619047619,393
0.078125,0.0625,0.0625,0.265625,0.53125,546,0.09375,0.046875,0.15625,0.234375,0.46875,209,0.046875,0.09375,0.09375,0.140625,0.625,415
0.076923077,0.061538462,0.076923077,0.261538462,0.523076923,551,0.092307692,0.046153846,0.169230769,0.230769231,0.461538462,209,0.046153846,0.092307692,0.092307692,0.138461538,0.630769231,430
0.075757576,0.060606061,0.075757576,0.272727273,0.515151515,551,0.090909091,0.045454545,0.166666667,0.227272727,0.46969697,209,0.045454545,0.090909091,0.090909091,0.136363636,0.636363636,446
0.074626866,0.059701493,0.074626866,0.28358209,0.507462687,562,0.089552239,0.044776119,0.179104478,0.223880597,0.462686567,211,0.044776119,0.089552239,0.089552239,0.134328358,0.641791045,450
0.073529412,0.058823529,0.073529412,0.279411765,0.514705882,566,0.088235294,0.044117647,0.191176471,0.220588235,0.455882353,212,0.044117647,0.088235294,0.088235294,0.132352941,0.647058824,451
0.072463768,0.057971014,0.072463768,0.275362319,0.52173913,567,0.086956522,0.043478261,0.202898551,0.217391304,0.449275362,212,0.043478261,0.086956522,0.086956522,0.130434783,0.652173913,456
0.071428571,0.057142857,0.071428571,0.271428571,0.528571429,572,0.1,0.042857143,0.2,0.214285714,0.442857143,212,0.042857143,0.085714286,0.085714286,0.128571429,0.657142857,456
0.070422535,0.056338028,0.070422535,0.267605634,0.535211268,575,0.098591549,0.042253521,0.197183099,0.211267606,0.450704225,212,0.042253521,0.084507042,0.084507042,0.126760563,0.661971831,464
0.069444444,0.055555556,0.069444444,0.263888889,0.541666667,579,0.097222222,0.041666667,0.194444444,0.208333333,0.458333333,213,0.041666667,0.083333333,0.083333333,0.125,0.666666667,465
0.068493151,0.068493151,0.068493151,0.260273973,0.534246575,586,0.095890411,0.04109589,0.191780822,0.205479452,0.465753425,214,0.04109589,0.082191781,0.082191781,0.136986301,0.657534247,474
0.067567568,0.067567568,0.067567568,0.256756757,0.540540541,588,0.094594595,0.040540541,0.189189189,0.216216216,0.459459459,218,0.040540541,0.081081081,0.081081081,0.135135135,0.662162162,476
0.066666667,0.066666667,0.066666667,0.253333333,0.546666667,592,0.093333333,0.04,0.186666667,0.213333333,0.466666667,221,0.04,0.08,0.08,0.133333333,0.666666667,488
0.065789474,0.065789474,0.065789474,0.25,0.552631579,599,0.092105263,0.039473684,0.197368421,0.210526316,0.460526316,221,0.039473684,0.078947368,0.078947368,0.131578947,0.671052632,488
0.064935065,0.064935065,0.077922078,0.246753247,0.545454545,603,0.090909091,0.038961039,0.194805195,0.207792208,0.467532468,222,0.038961039,0.077922078,0.077922078,0.12987013,0.675324675,491
0.064102564,0.064102564,0.076923077,0.243589744,0.551282051,604,0.08974359,0.038461538,0.192307692,0.205128205,0.474358974,222,0.038461538,0.076923077,0.076923077,0.128205128,0.679487179,497
0.063291139,0.063291139,0.088607595,0.240506329,0.544303797,606,0.088607595,0.037974684,0.189873418,0.215189873,0.46835443,223,0.037974684,0.075949367,0.075949367,0.126582278,0.683544304,505
0.0625,0.0625,0.0875,0.2375,0.55,607,0.0875,0.0375,0.1875,0.2125,0.475,226,0.0375,0.075,0.075,0.125,0.6875,512
0.061728395,0.061728395,0.086419753,0.234567901,0.555555556,615,0.086419753,0.037037037,0.185185185,0.209876543,0.481481481,230,0.037037037,0.074074074,0.074074074,0.12345679,0.691358025,514
0.06097561,0.06097561,0.085365854,0.243902439,0.548780488,620,0.085365854,0.036585366,0.182926829,0.207317073,0.487804878,232,0.036585366,0.073170732,0.073170732,0.12195122,0.695121951,517
0.060240964,0.060240964,0.096385542,0.240963855,0.542168675,620,0.084337349,0.036144578,0.180722892,0.21686747,0.481927711,235,0.036144578,0.072289157,0.072289157,0.120481928,0.698795181,519
0.05952381,0.05952381,0.095238095,0.25,0.535714286,628,0.083333333,0.035714286,0.19047619,0.214285714,0.476190476,235,0.035714286,0.083333333,0.071428571,0.119047619,0.69047619,520
0.058823529,0.058823529,0.094117647,0.247058824,0.541176471,629,0.082352941,0.035294118,0.188235294,0.223529412,0.470588235,236,0.035294118,0.082352941,0.070588235,0.117647059,0.694117647,522
0.058139535,0.058139535,0.093023256,0.244186047,0.546511628,632,0.081395349,0.034883721,0.186046512,0.220930233,0.476744186,240,0.034883721,0.081395349,0.069767442,0.11627907,0.697674419,534
0.057471264,0.057471264,0.091954023,0.24137931,0.551724138,639,0.08045977,0.034482759,0.195402299,0.218390805,0.471264368,243,0.034482759,0.08045977,0.068965517,0.114942529,0.701149425,536
0.056818182,0.056818182,0.090909091,0.25,0.545454545,642,0.079545455,0.034090909,0.204545455,0.215909091,0.465909091,247,0.034090909,0.079545455,0.068181818,0.113636364,0.704545455,541
0.056179775,0.056179775,0.08988764,0.247191011,0.550561798,645,0.078651685,0.033707865,0.202247191,0.213483146,0.471910112,247,0.033707865,0.078651685,0.06741573,0.112359551,0.707865169,543
0.055555556,0.055555556,0.088888889,0.244444444,0.555555556,646,0.077777778,0.033333333,0.2,0.211111111,0.477777778,251,0.033333333,0.077777778,0.066666667,0.111111111,0.711111111,554
0.054945055,0.054945055,0.087912088,0.241758242,0.56043956,651,0.076923077,0.032967033,0.197802198,0.208791209,0.483516484,257,0.032967033,0.076923077,0.065934066,0.10989011,0.714285714,558
0.054347826,0.054347826,0.086956522,0.25,0.554347826,653,0.076086957,0.032608696,0.195652174,0.217391304,0.47826087,257,0.032608696,0.076086957,0.065217391,0.108695652,0.717391304,560
0.053763441,0.053763441,0.086021505,0.247311828,0.559139785,654,0.075268817,0.043010753,0.193548387,0.215053763,0.47311828,259,0.032258065,0.075268817,0.064516129,0.107526882,0.720430108,562
0.053191489,0.053191489,0.085106383,0.244680851,0.563829787,654,0.085106383,0.042553191,0.191489362,0.212765957,0.468085106,259,0.031914894,0.074468085,0.063829787,0.106382979,0.723404255,570
0.052631579,0.052631579,0.084210526,0.242105263,0.568421053,656,0.084210526,0.042105263,0.2,0.210526316,0.463157895,261,0.031578947,0.073684211,0.063157895,0.105263158,0.726315789,573
0.052083333,0.052083333,0.083333333,0.239583333,0.572916667,662,0.083333333,0.041666667,0.197916667,0.21875,0.458333333,262,0.03125,0.072916667,0.0625,0.104166667,0.729166667,577
0.051546392,0.051546392,0.092783505,0.237113402,0.567010309,666,0.092783505,0.041237113,0.195876289,0.216494845,0.453608247,264,0.030927835,0.072164948,0.06185567,0.103092784,0.731958763,596
0.051020408,0.051020408,0.102040816,0.234693878,0.56122449,672,0.091836735,0.040816327,0.193877551,0.214285714,0.459183673,264,0.030612245,0.071428571,0.06122449,0.102040816,0.734693878,597
0.050505051,0.060606061,0.101010101,0.232323232,0.555555556,689,0.090909091,0.04040404,0.191919192,0.212121212,0.464646465,267,0.03030303,0.070707071,0.060606061,0.101010101,0.737373737,604
0.05,0.06,0.1,0.23,0.56,691,0.09,0.04,0.19,0.22,0.46,273,0.03,0.07,0.06,0.1,0.74,607
0.04950495,0.059405941,0.099009901,0.227722772,0.564356436,696,0.099009901,0.03960396,0.188118812,0.217821782,0.455445545,274,0.02970297,0.069306931,0.059405941,0.099009901,0.742574257,612
0.049019608,0.058823529,0.098039216,0.225490196,0.568627451,698,0.098039216,0.039215686,0.18627451,0.225490196,0.450980392,277,0.029411765,0.068627451,0.058823529,0.098039216,0.745098039,617
0.048543689,0.058252427,0.097087379,0.223300971,0.572815534,703,0.106796117,0.038834951,0.184466019,0.223300971,0.446601942,278,0.029126214,0.067961165,0.058252427,0.106796117,0.737864078,621
0.048076923,0.057692308,0.096153846,0.221153846,0.576923077,708,0.105769231,0.038461538,0.182692308,0.230769231,0.442307692,281,0.028846154,0.067307692,0.057692308,0.105769231,0.740384615,621
0.047619048,0.057142857,0.095238095,0.219047619,0.580952381,711,0.114285714,0.038095238,0.180952381,0.228571429,0.438095238,281,0.028571429,0.066666667,0.057142857,0.104761905,0.742857143,641
0.047169811,0.056603774,0.094339623,0.216981132,0.58490566,718,0.113207547,0.037735849,0.179245283,0.226415094,0.443396226,281,0.028301887,0.066037736,0.056603774,0.103773585,0.745283019,643
0.046728972,0.056074766,0.093457944,0.214953271,0.588785047,729,0.112149533,0.037383178,0.177570093,0.224299065,0.448598131,287,0.028037383,0.065420561,0.056074766,0.102803738,0.747663551,654
0.046296296,0.055555556,0.092592593,0.212962963,0.592592593,739,0.111111111,0.037037037,0.175925926,0.222222222,0.453703704,289,0.027777778,0.064814815,0.055555556,0.111111111,0.740740741,663
0.04587156,0.055045872,0.091743119,0.211009174,0.596330275,751,0.119266055,0.036697248,0.174311927,0.220183486,0.449541284,297,0.027522936,0.064220183,0.055045872,0.110091743,0.743119266,674
0.045454545,0.054545455,0.090909091,0.218181818,0.590909091,755,0.118181818,0.036363636,0.181818182,0.218181818,0.445454545,298,0.027272727,0.063636364,0.054545455,0.118181818,0.736363636,680
0.045045045,0.054054054,0.09009009,0.225225225,0.585585586,757,0.117117117,0.036036036,0.18018018,0.225225225,0.441441441,298,0.027027027,0.063063063,0.054054054,0.117117117,0.738738739,683
0.044642857,0.053571429,0.089285714,0.223214286,0.589285714,765,0.116071429,0.035714286,0.178571429,0.223214286,0.446428571,304,0.026785714,0.0625,0.053571429,0.116071429,0.741071429,684
0.044247788,0.053097345,0.088495575,0.221238938,0.592920354,771,0.115044248,0.03539823,0.17699115,0.230088496,0.442477876,304,0.026548673,0.061946903,0.053097345,0.123893805,0.734513274,688
0.043859649,0.052631579,0.087719298,0.219298246,0.596491228,776,0.114035088,0.035087719,0.175438596,0.228070175,0.447368421,304,0.026315789,0.061403509,0.052631579,0.122807018,0.736842105,691
0.043478261,0.052173913,0.086956522,0.217391304,0.6,780,0.113043478,0.034782609,0.173913043,0.226086957,0.452173913,308,0.026086957,0.060869565,0.052173913,0.130434783,0.730434783,695
0.043103448,0.051724138,0.086206897,0.215517241,0.603448276,787,0.112068966,0.034482759,0.172413793,0.232758621,0.448275862,7,0.025862069,0.060344828,0.051724138,0.129310345,0.732758621,697
0.042735043,0.051282051,0.085470085,0.213675214,0.606837607,795,1,0,0,0,0,9,0.025641026,0.05982906,0.051282051,0.136752137,0.726495726,706
0.042372881,0.050847458,0.084745763,0.220338983,0.601694915,800,0.5,0,0,0.5,0,13,0.025423729,0.059322034,0.050847458,0.13559322,0.728813559,709
0.042016807,0.050420168,0.084033613,0.226890756,0.596638655,803,0.333333333,0,0,0.666666667,0,21,0.025210084,0.058823529,0.050420168,0.134453782,0.731092437,714
0.041666667,0.05,0.083333333,0.225,0.6,805,0.5,0,0,0.5,0,25,0.025,0.058333333,0.05,0.133333333,0.733333333,716
0.041322314,0.049586777,0.082644628,0.223140496,0.603305785,813,0.4,0,0,0.4,0.2,25,0.024793388,0.05785124,0.049586777,0.140495868,0.727272727,717
0.040983607,0.049180328,0.081967213,0.221311475,0.606557377,818,0.5,0,0,0.333333333,0.166666667,31,0.024590164,0.057377049,0.049180328,0.147540984,0.721311475,731
0.040650407,0.048780488,0.081300813,0.219512195,0.609756098,820,0.428571429,0,0.142857143,0.285714286,0.142857143,43,0.024390244,0.056910569,0.048780488,0.146341463,0.723577236,737
0.040322581,0.048387097,0.080645161,0.217741935,0.612903226,829,0.375,0,0.125,0.25,0.25,48,0.024193548,0.056451613,0.048387097,0.14516129,0.725806452,740
0.04,0.048,0.088,0.216,0.608,831,0.333333333,0.111111111,0.111111111,0.222222222,0.222222222,48,0.024,0.056,0.048,0.144,0.728,748
0.03968254,0.047619048,0.087301587,0.214285714,0.611111111,832,0.3,0.1,0.1,0.2,0.3,54,0.023809524,0.055555556,0.047619048,0.142857143,0.73015873,751
0.039370079,0.047244094,0.086614173,0.212598425,0.614173228,857,0.272727273,0.090909091,0.090909091,0.272727273,0.272727273,54,0.023622047,0.05511811,0.047244094,0.141732283,0.732283465,755
0.0390625,0.046875,0.0859375,0.2109375,0.6171875,859,0.25,0.083333333,0.083333333,0.25,0.333333333,54,0.0234375,0.0546875,0.046875,0.1484375,0.7265625,762
0.03875969,0.046511628,0.085271318,0.209302326,0.620155039,861,0.230769231,0.076923077,0.076923077,0.230769231,0.384615385,55,0.023255814,0.054263566,0.046511628,0.147286822,0.728682171,763
0.038461538,0.046153846,0.084615385,0.207692308,0.623076923,864,0.214285714,0.071428571,0.071428571,0.214285714,0.428571429,60,0.023076923,0.053846154,0.046153846,0.146153846,0.730769231,768
0.045801527,0.045801527,0.083969466,0.20610687,0.618320611,878,0.2,0.066666667,0.066666667,0.2,0.466666667,60,0.022900763,0.053435115,0.045801527,0.145038168,0.732824427,775
0.045454545,0.045454545,0.083333333,0.204545455,0.621212121,884,0.1875,0.125,0.0625,0.1875,0.4375,63,0.022727273,0.053030303,0.045454545,0.143939394,0.734848485,777
0.045112782,0.045112782,0.082706767,0.203007519,0.62406015,887,0.176470588,0.117647059,0.058823529,0.176470588,0.470588235,69,0.030075188,0.052631579,0.045112782,0.142857143,0.729323308,779
0.044776119,0.052238806,0.082089552,0.201492537,0.619402985,894,0.166666667,0.111111111,0.055555556,0.166666667,0.5,73,0.029850746,0.052238806,0.044776119,0.141791045,0.731343284,780
0.044444444,0.051851852,0.081481481,0.207407407,0.614814815,894,0.157894737,0.105263158,0.052631579,0.210526316,0.473684211,75,0.02962963,0.051851852,0.044444444,0.148148148,0.725925926,783
0.044117647,0.051470588,0.080882353,0.205882353,0.617647059,897,0.15,0.1,0.1,0.2,0.45,76,0.029411765,0.051470588,0.044117647,0.147058824,0.727941176,787
0.04379562,0.051094891,0.080291971,0.204379562,0.620437956,905,0.142857143,0.095238095,0.095238095,0.19047619,0.476190476,79,0.02919708,0.051094891,0.04379562,0.145985401,0.729927007,788
0.043478261,0.050724638,0.079710145,0.210144928,0.615942029,906,0.136363636,0.090909091,0.090909091,0.181818182,0.5,81,0.028985507,0.050724638,0.050724638,0.144927536,0.724637681,799
0.043165468,0.050359712,0.079136691,0.208633094,0.618705036,919,0.130434783,0.086956522,0.086956522,0.217391304,0.47826087,83,0.028776978,0.050359712,0.050359712,0.143884892,0.726618705,802
0.042857143,0.05,0.078571429,0.207142857,0.621428571,923,0.166666667,0.083333333,0.083333333,0.208333333,0.458333333,86,0.028571429,0.05,0.05,0.142857143,0.728571429,804
0.042553191,0.04964539,0.078014184,0.205673759,0.624113475,929,0.16,0.08,0.08,0.2,0.48,86,0.028368794,0.04964539,0.04964539,0.141843972,0.730496454,807
0.042253521,0.049295775,0.077464789,0.211267606,0.61971831,934,0.192307692,0.076923077,0.076923077,0.192307692,0.461538462,86,0.028169014,0.049295775,0.049295775,0.14084507,0.732394366,810
0.041958042,0.048951049,0.076923077,0.20979021,0.622377622,937,0.185185185,0.074074074,0.074074074,0.185185185,0.481481481,97,0.027972028,0.048951049,0.048951049,0.146853147,0.727272727,815
0.041666667,0.048611111,0.076388889,0.208333333,0.625,942,0.178571429,0.071428571,0.071428571,0.178571429,0.5,97,0.027777778,0.048611111,0.048611111,0.145833333,0.729166667,815
0.04137931,0.048275862,0.075862069,0.206896552,0.627586207,943,0.172413793,0.103448276,0.068965517,0.172413793,0.482758621,102,0.027586207,0.048275862,0.048275862,0.144827586,0.731034483,820
0.04109589,0.054794521,0.075342466,0.205479452,0.623287671,946,0.166666667,0.1,0.066666667,0.2,0.466666667,104,0.02739726,0.047945205,0.047945205,0.143835616,0.732876712,821
0.040816327,0.054421769,0.074829932,0.204081633,0.62585034,948,0.161290323,0.096774194,0.096774194,0.193548387,0.451612903,104,0.027210884,0.047619048,0.047619048,0.142857143,0.734693878,822
0.040540541,0.054054054,0.074324324,0.202702703,0.628378378,951,0.15625,0.09375,0.09375,0.1875,0.46875,105,0.027027027,0.047297297,0.047297297,0.141891892,0.736486486,827
0.040268456,0.053691275,0.080536913,0.201342282,0.624161074,952,0.151515152,0.090909091,0.121212121,0.181818182,0.454545455,106,0.026845638,0.046979866,0.046979866,0.140939597,0.738255034,832
0.04,0.053333333,0.08,0.2,0.626666667,955,0.147058824,0.088235294,0.117647059,0.205882353,0.441176471,106,0.026666667,0.046666667,0.046666667,0.146666667,0.733333333,834
0.039735099,0.052980132,0.079470199,0.205298013,0.622516556,956,0.142857143,0.085714286,0.114285714,0.2,0.457142857,106,0.026490066,0.046357616,0.046357616,0.152317881,0.728476821,836
0.039473684,0.052631579,0.078947368,0.210526316,0.618421053,961,0.138888889,0.083333333,0.111111111,0.194444444,0.472222222,106,0.026315789,0.046052632,0.046052632,0.151315789,0.730263158,847
0.039215686,0.052287582,0.078431373,0.209150327,0.620915033,963,0.135135135,0.081081081,0.108108108,0.216216216,0.459459459,108,0.026143791,0.045751634,0.045751634,0.150326797,0.732026144,847
0.038961039,0.051948052,0.077922078,0.207792208,0.623376623,979,0.131578947,0.078947368,0.105263158,0.236842105,0.447368421,130,0.025974026,0.045454545,0.045454545,0.149350649,0.733766234,850
0.038709677,0.051612903,0.077419355,0.206451613,0.625806452,982,0.128205128,0.076923077,0.102564103,0.256410256,0.435897436,132,0.025806452,0.04516129,0.04516129,0.148387097,0.735483871,854
