"line","word"
42,"dig"
42,"1"
42,"touch"
42,"feature"
42,"30"
42,"start"
42,"minutes"
42,"buttons"
42,"removable"
42,"glass"
42,"rotator"
42,"thingy"
42,"brings"
42,"star"
42,"count"
42,"button"
42,"sizes"
42,"super"
42,"tiny"
42,"handle"
42,"microwave"
42,"nice"
42,"light"
42,"door"
42,"seals"
42,"combination"
42,"door"
42,"hold"
42,"apply"
42,"opposite"
42,"pressure"
42,"door"
42,"solved"
42,"super"
42,"rubber"
42,"feet"
42,"add"
43,"brand"
43,"package"
43,"item"
44,"34"
44,"cook"
44,"34"
44,"feature"
44,"timer"
44,"machine"
44,"heats"
44,"quickly"
44,"easy"
44,"clean"
45,"sooner"
46,"microwave"
46,"paint"
46,"peeled"
46,"inside"
46,"2"
46,"3"
46,"scraped"
46,"cooking"
46,"styling"
46,"front"
46,"completely"
46,"matches"
46,"jenn"
46,"aire"
46,"stove"
46,"cooking"
46,"wise"
46,"fine"
46,"heavily"
46,"reaching"
46,"life"
46,"struggling"
46,"replacement"
46,"fits"
46,"space"
46,"matches"
46,"stove"
47,"slightly"
47,"damaged"
47,"main"
47,"heat"
47,"functions"
47,"heat"
47,"cup"
47,"water"
47,"microwave"
47,"express"
47,"cooking"
47,"water"
47,"temperature"
47,"30"
47,"functions"
47,"surface"
47,"light"
47,"vent"
47,"fan"
47,"fine"
47,"install"
47,"trouble"
47,"remove"
47,"install"
47,"br"
47,"br"
47,"amazon"
47,"contacted"
47,"seller"
47,"home"
47,"care"
47,"company"
47,"saturday"
47,"wait"
47,"days"
47,"respond"
47,"home"
47,"care"
47,"company"
47,"happen"
47,"recommend"
47,"buy"
47,"product"
47,"buy"
47,"online"
48,"3yrs"
48,"counting"
49,"lighter"
49,"ge"
49,"replaced"
49,"easy"
49,"simple"
49,"touchpad"
49,"installation"
49,"easy"
49,"installation"
49,"appliances"
49,"pay"
49,"previous"
49,"reviews"
49,"simple"
49,"2"
49,"people"
49,"ready"
49,"lift"
49,"hang"
50,"install"
50,"easy"
50,"microwave"
50,"buttons"
50,"touch"
50,"sensitive"
50,"clean"
50,"easily"
51,"worst"
51,"amazon"
51,"purchases"
51,"hate"
51,"microwave"
51,"deeply"
51,"regret"
51,"purchasing"
51,"giant"
51,"heavy"
51,"sits"
51,"crooked"
51,"flat"
51,"surface"
51,"heats"
51,"food"
51,"unevenly"
51,"money"
51,"shocked"
51,"amazon"
51,"reviews"
51,"spot"
52,"installed"
52,"easy"
53,"read"
53,"reviews"
53,"expensive"
53,"upmarket"
53,"brand"
53,"microwaves"
53,"lg"
53,"panasonic"
53,"local"
53,"canadian"
53,"wal"
53,"mart"
53,"br"
53,"br"
53,"noticed"
53,"completely"
53,"stainless"
53,"steel"
53,"front"
53,"inside"
53,"professional"
53,"food"
53,"service"
53,"microwave"
53,"stainless"
53,"steel"
53,"interior"
53,"easier"
53,"clean"
53,"white"
53,"painted"
53,"br"
53,"br"
53,"heard"
53,"microwave"
53,"ovens"
53,"low"
53,"quality"
53,"unbranded"
53,"otr"
53,"mobile"
53,"home"
53,"moment"
53,"1995"
53,"lg"
53,"900"
53,"watt"
53,"rv"
53,"2004"
53,"runner"
53,"writing"
53,"july"
53,"2013"
53,"br"
53,"br"
53,"spend"
53,"lot"
53,"money"
53,"microwave"
53,"couple"
53,"danby"
53,"replacement"
53,"warranty"
53,"dies"
53,"time"
53,"refund"
53,"money"
53,"spent"
53,"fair"
53,"thou"
53,"read"
54,"enjoy"
54,"travels"
54,"rv"
54,"sharp"
54,"convection"
54,"microwave"
54,"oven"
54,"love"
55,"microwave"
55,"10"
55,"months"
55,"handle"
55,"broke"
55,"apparently"
55,"else's"
55,"dealing"
55,"bosch"
55,"customer"
55,"service"
55,"horrible"
55,"required"
55,"8"
55,"phone"
55,"calls"
55,"replacement"
55,"warranty"
55,"99"
55,"tech"
55,"install"
55,"finally"
55,"convinced"
55,"send"
55,"free"
55,"install"
55,"removing"
55,"plastic"
55,"trim"
55,"inside"
55,"discovered"
55,"screw"
55,"holding"
55,"top"
55,"handle"
55,"metal"
55,"piece"
55,"impossible"
55,"remove"
55,"drilled"
55,"metal"
55,"whew"
56,"excellent"
56,"product"
56,"job"
56,"home"
56,"stove"
56,"unit"
56,"failed"
56,"rental"
56,"immediately"
56,"tricky"
56,"install"
56,"easily"
56,"quickly"
56,"resolved"
56,"tenants"
56,"happy"
56,"happy"
56,"unit"
56,"limited"
56,"functionality"
56,"whirlpool"
56,"features"
56,"real"
56,"benefits"
57,"love"
58,"microwave"
58,"model"
58,"home"
58,"home"
58,"built"
58,"chose"
58,"model"
58,"installed"
58,"kitchen"
58,"issues"
58,"classy"
58,"casserole"
58,"dish"
58,"heats"
59,"microwave"
59,"fine"
59,"bought"
59,"march"
59,"15"
59,"days"
59,"ago"
59,"buy"
59,"danby"
59,"microwaves"
60,"close"
60,"door"
60,"loud"
60,"annoying"
60,"purchased"
60,"bought"
60,"expensive"
60,"deal"
60,"noise"
60,"time"
60,"closes"
60,"plastic"
60,"covering"
60,"buttons"
60,"ripping"
60,"fine"
61,"purchased"
61,"college"
61,"student"
61,"original"
61,"box"
61,"nice"
62,"awesome"
63,"microwave"
63,"reheat"
63,"function"
63,"slow"
63,"worse"
63,"quickly"
63,"add"
63,"30"
63,"minute"
63,"select"
63,"mode"
63,"manually"
63,"enter"
63,"cook"
63,"time"
63,"starting"
64,"item"
65,"reluctant"
65,"microwave"
65,"limited"
65,"counter"
65,"space"
65,"tiny"
65,"apartment"
65,"talked"
65,"microwave"
65,"realize"
65,"convenient"
65,"found"
65,"size"
65,"size"
65,"fool"
65,"fit"
65,"sized"
65,"dinner"
65,"plate"
65,"star"
65,"sleek"
65,"design"
65,"function"
65,"love"
66,"microwave"
66,"supposed"
66,"easy"
66,"express"
66,"settings"
66,"press"
66,"single"
66,"digit"
66,"automatically"
66,"amount"
66,"minutes"
66,"urban"
66,"kitchen"
66,"kitchens"
66,"space"
66,"bringing"
66,"flights"
66,"stairs"
66,"nice"
66,"light"
66,"compact"
66,"heats"
66,"food"
66,"price"
67,"microwave"
67,"fine"
67,"rusty"
67,"spots"
67,"cleaned"
67,"inside"
67,"sanded"
67,"spots"
67,"bare"
67,"metal"
67,"paint"
67,"cover"
67,"spots"
67,"light"
67,"layer"
67,"remainder"
67,"interior"
67,"i.e"
67,"uniform"
67,"color"
67,"appearance"
67,"issue"
67,"week"
67,"air"
67,"smell"
67,"couple"
67,"weeks"
67,"eventually"
67,"happy"
67,"10"
67,"yr"
67,"microwave"
67,"continues"
67,"nice"
68,"beautiful"
68,"micro"
68,"love"
69,"low"
69,"price"
69,"compact"
69,"nice"
70,"excellent"
70,"love"
70,"shape"
70,"size"
70,"perfect"
70,"kitchen"
71,"heard"
71,"brand"
71,"unsure"
71,"purchasing"
71,"nice"
71,"quiet"
72,"owning"
72,"microwave"
72,"started"
72,"arcing"
72,"started"
72,"looked"
72,"replacing"
72,"hv"
72,"diode"
72,"hv"
72,"capacitor"
72,"damaged"
72,"magnetron"
72,"bad"
72,"cheaper"
72,"replace"
72,"microwave"
72,"fix"
72,"disappointed"
72,"whirlpool"
72,"products"
72,"matching"
72,"whirlpool"
72,"gold"
72,"french"
72,"door"
72,"fridge"
72,"bought"
72,"time"
72,"1,000"
72,"worth"
72,"repairs"
72,"cheaply"
72,"disposable"
72,"pieces"
72,"garbage"
74,"efficient"
74,"microwave"
75,"easily"
75,"installed"
75,"attractive"
75,"operates"
75,"easily"
76,"perfect"
76,"size"
76,"space"
76,"fit"
76,"quality"
77,"version"
77,"2083st"
77,"stopped"
77,"replaced"
77,"microwave"
77,"identical"
77,"size"
77,"model"
77,"exist"
77,"br"
77,"br"
77,"aspects"
77,"problematic"
77,"prior"
77,"model"
77,"mounting"
77,"screws"
77,"located"
77,"wrong"
77,"position"
77,"thankfully"
77,"wall"
77,"bracket"
77,"screws"
77,"aligned"
77,"perfectly"
77,"drill"
77,"screw"
77,"screws"
77,"symmetrical"
77,"distance"
77,"microwave"
77,"bad"
77,"engineering"
77,"center"
77,"gravity"
77,"center"
77,"br"
77,"interior"
77,"grey"
77,"food"
77,"cooking"
77,"bottom"
77,"panel"
77,"tinted"
77,"black"
77,"6"
77,"ft"
77,"tall"
77,"dark"
77,"interior"
77,"light"
77,"br"
77,"microwave"
77,"arrived"
77,"mounting"
77,"bracket"
77,"located"
77,"top"
77,"microwave"
77,"carton"
77,"bent"
77,"thankfully"
77,"br"
77,"disappointed"
77,"lg"
77,"design"
77,"backward"
77,"compatibility"
77,"models"
78,"produce"
78,"microwave"
78,"beeps"
79,"happy"
80,"daily"
80,"issues"
80,"stainless"
80,"inside"
80,"wipes"
80,"clean"
80,"easily"
80,"food"
80,"beverages"
80,"heat"
80,"deal"
81,"love"
81,"versatality"
81,"oven"
82,"heats"
82,"food"
82,"quickly"
82,"easy"
82,"4"
82,"star"
82,"size"
82,"mine"
82,"fridge"
82,"makes"
82,"push"
82,"button"
82,"door"
82,"ideal"
82,"pulling"
82,"door"
82,"handle"
83,"happy"
83,"dial"
83,"dial"
83,"extra"
83,"time"
83,"quick"
83,"efficient"
84,"received"
84,"microwave"
84,"original"
84,"packaging"
84,"refund"
84,"brilliant"
84,"lol"
85,"low"
85,"power"
85,"job"
85,"money"
85,"den"
85,"microwave"
85,"office"
85,"microwave"
85,"perfect"
85,"excellent"
85,"takes"
85,"bit"
85,"larger"
85,"units"
85,"due"
85,"lower"
85,"power"
86,"prompt"
86,"delivery"
86,"microwave"
86,"wait"
86,"grill"
86,"function"
86,"instruction"
86,"book"
86,"familiarize"
86,"functionality"
87,"product"
88,"nice"
88,"deal"
88,"price"
89,"purchased"
89,"microwave"
89,"january"
89,"2015"
89,"july"
89,"2015"
89,"microwave"
89,"completely"
89,"stop"
89,"microwave"
89,"stop"
89,"clock"
89,"money"
89,"microwaves"
89,"microwave"
89,"lasted"
89,"25"
89,"microwave"
89,"6"
89,"months"
89,"disappointing"
90,"microwave"
90,"reheat"
90,"coffee"
90,"bought"
90,"house"
90,"microwave"
90,"kitchen"
90,"meh"
90,"biggie"
90,"weekends"
90,"cold"
90,"coffee"
90,"caved"
90,"microwave"
90,"cute"
90,"kitchen"
90,"counter"
90,"taking"
90,"space"
90,"freaking"
90,"happy"
90,"literally"
90,"adorable"
90,"microwave"
90,"34"
90,"cooking"
90,"34"
90,"microwave"
90,"option"
90,"heat"
90,"beverage"
90,"reheat"
90,"guy"
90,"mentioned"
90,"cute"
91,"replaced"
91,"range"
91,"microwave"
91,"range"
91,"hood"
91,"microwave"
91,"install"
91,"pantry"
91,"fit"
91,"bill"
91,"holds"
91,"12"
91,"34"
91,"plate"
91,"multiple"
91,"power"
91,"levels"
91,"cooking"
91,"rewarming"
91,"microwave"
91,"feature"
91,"touch"
91,"button"
91,"speed"
91,"cooking"
91,"start"
91,"zap"
91,"30"
91,"1"
91,"1"
91,"minute"
91,"2"
91,"2"
91,"minutes"
91,"quick"
91,"handy"
92,"bought"
92,"microwave"
92,"parents"
92,"christmas"
92,"months"
92,"died"
92,"father"
92,"attempting"
92,"refund"
92,"processed"
92,"past"
92,"month"
92,"giving"
92,"run"
92,"buy"
92,"product"
93,"nice"
93,"unit"
93,"arrived"
93,"schedule"
93,"packaged"
93,"damage"
93,"features"
93,"fan"
93,"quieter"
93,"unit"
93,"complaint"
93,"noted"
93,"couple"
93,"installation"
93,"instructions"
93,"screws"
93,"wrong"
93,"fortunately"
93,"install"
93,"pro"
93,"micro"
93,"34"
93,"home"
93,"34"
93,"unit"
93,"matches"
93,"lg"
93,"appliances"
93,"pretty"
93,"happy"
93,"update"
93,"micro"
93,"ta"
93,"y'all"
94,"power"
94,"horse"
94,"space"
94,"tiny"
94,"kitchen"
95,"microwave"
95,"decent"
95,"plastic"
95,"piece"
95,"holds"
95,"handle"
95,"extremely"
95,"thin"
95,"light"
95,"normal"
95,"breaks"
95,"read"
95,"reviews"
95,"complaining"
95,"issue"
95,"costs"
95,"16"
95,"replace"
95,"screw"
95,"covered"
95,"door"
95,"annoying"
96,"fine"
97,"vertical"
97,"microwave"
97,"fit"
97,"special"
97,"spot"
97,"galley"
97,"unit"
97,"proven"
97,"power"
97,"interior"
97,"space"
97,"meet"
98,"excellent"
98,"quality"
98,"fixed"
98,"500"
98,"microwave"
98,"learned"
98,"mfg"
98,"offer"
98,"10"
98,"warranty"
99,"terrible"
99,"microwave"
99,"heat"
99,"food"
99,"microwave"
99,"hot"
99,"microwave"
99,"hot"
99,"supplier"
99,"replace"
100,"microwave"
100,"fine"
100,"shipping"
100,"terrible"
101,"bit"
101,"concerned"
101,"reading"
101,"ratings"
101,"plunge"
101,"glad"
101,"advertised"
101,"products"
101,"manual"
101,"stand"
101,"extra"
101,"effort"
101,"simplification"
101,"read"
101,"peril"
101,"wife"
101,"pleased"
101,"product"
101,"hope"
101,"lasts"
101,"original"
101,"samsung"
101,"11"
102,"pretty"
102,"live"
102,"nyc"
102,"apartment"
102,"door"
102,"makes"
102,"pretty"
102,"loud"
102,"noise"
102,"close"
102,"door"
102,"noise"
102,"coming"
102,"unit"
102,"sounds"
102,"glass"
102,"plate"
102,"shaking"
102,"time"
102,"heats"
102,"food"
103,"office"
103,"built"
103,"holding"
103,"tough"
103,"environment"
105,"addition"
105,"plate"
105,"larger"
105,"microwave"
105,"fits"
105,"space"
105,"corner"
106,"simple"
106,"basic"
106,"microwave"
106,"expected"
106,"job"
106,"perfect"
106,"limited"
106,"space"
106,"countertop"
107,"received"
107,"product"
107,"expeditiously"
108,"month"
108,"issues"
108,"shortcomings"
108,"outstanding"
108,"reasonable"
108,"microwave"
109,"microwave"
109,"buttons"
109,"feel"
109,"cheap"
109,"purchase"
109,"microwave"
109,"7"
109,"cubic"
109,"feet"
109,"literally"
109,"microwave"
109,"hamster"
110,"super"
111,"love"
111,"microwave"
111,"fit"
111,"perfectly"
111,"simple"
111,"microwave"
111,"fit"
111,"bill"
111,"microwaves"
111,"larger"
111,"bells"
111,"whistles"
111,"attractive"
111,"stainless"
111,"match"
111,"appliances"
111,"danby"
111,"product"
111,"dehumidifier"
111,"danby"
111,"product"
111,"review"
111,"read"
111,"microwave"
111,"slid"
111,"door"
111,"found"
111,"price"
111,"recommend"
112,"fit"
112,"ikea"
112,"plates"
112,"pleasantly"
112,"surprised"
112,"sacrifice"
112,"counter"
112,"space"
112,"option"
112,"heat"
112,"pretty"
112,"takes"
112,"microwaves"
112,"extra"
112,"minute"
112,"deal"
112,"size"
112,"price"
112,"fantastic"
112,"buy"
112,"br"
112,"br"
112,"edit"
112,"update"
112,"2"
112,"strong"
112,"issues"
112,"whatsoever"
112,"purchased"
114,"perfect"
114,"backroom"
114,"pleased"
114,"product"
115,"fits"
115,"specific"
115,"applications"
115,"replaced"
115,"broken"
115,"turntable"
115,"motor"
115,"microwave"
115,"microwave"
115,"burn"
115,"leave"
115,"rest"
115,"cold"
115,"microwave"
115,"motor"
115,"considerably"
115,"cheaper"
115,"microwave"
115,"br"
115,"easy"
115,"swap"
115,"cover"
115,"removed"
115,"bottom"
115,"microwave"
115,"turntable"
115,"motor"
115,"counter"
115,"top"
115,"microwave"
115,"takes"
115,"chisel"
115,"snips"
115,"cut"
115,"tabs"
115,"holding"
115,"cover"
115,"panel"
115,"sheet"
115,"metal"
115,"bottom"
115,"oven"
115,"removing"
115,"screw"
115,"unplugging"
115,"connector"
115,"reverse"
115,"process"
115,"business"
115,"cover"
115,"plate"
115,"screw"
115,"hold"
115,"reassemble"
115,"microwave"
115,"included"
115,"motor"
115,"easy"
115,"hardware"
115,"store"
115,"scavenge"
115,"unused"
115,"electronics"
116,"excellent"
118,"microwave"
118,"installed"
118,"builder"
118,"home"
118,"2"
118,"1"
118,"month"
118,"totally"
118,"died"
118,"suddenly"
118,"quit"
118,"cooking"
118,"odd"
118,"smell"
118,"killed"
118,"power"
118,"unit"
118,"sharp"
118,"representatives"
118,"indications"
118,"safety"
118,"issue"
118,"stuck"
118,"guns"
118,"warranty"
118,"repairman"
118,"blamed"
118,"motor"
118,"board"
118,"repair"
118,"lasted"
118,"happened"
118,"burning"
118,"smell"
118,"quit"
118,"repair"
118,"company"
118,"fix"
118,"8"
118,"months"
118,"unit"
118,"picks"
118,"chooses"
118,"decided"
118,"door"
118,"pops"
118,"push"
118,"start"
118,"buttons"
118,"closes"
118,"ridiculous"
118,"loved"
118,"concept"
118,"34"
118,"34"
118,"fine"
118,"totally"
118,"ridiculous"
118,"microwave"
118,"price"
118,"range"
118,"door"
118,"neighbor"
118,"microwave"
118,"their's"
118,"broke"
118,"issues"
118,"hoping"
118,"repairman"
118,"fix"
118,"alternatives"
118,"similar"
118,"sharp"
118,"update"
118,"3"
118,"home"
118,"4th"
118,"repair"
118,"microwave"
118,"buyer"
118,"beware"
119,"microwave"
119,"5"
119,"months"
119,"perfectly"
119,"settings"
119,"front"
119,"easy"
119,"regularly"
119,"30"
119,"option"
119,"34"
119,"start"
119,"34"
119,"button"
119,"cooks"
119,"1100"
119,"watts"
119,"cook"
119,"light"
119,"door"
119,"5"
119,"beeps"
119,"cooking"
119,"excessive"
119,"reminder"
119,"beep"
119,"1"
119,"minute"
119,"plenty"
119,"items"
119,"sit"
119,"microwave"
119,"2"
119,"minutes"
119,"cooking"
119,"reminder"
119,"beep"
119,"annoying"
119,"personal"
119,"preference"
119,"dinner"
119,"plate"
119,"nice"
119,"size"
119,"kitchen"
119,"clean"
119,"lines"
119,"knocked"
119,"star"
119,"door"
119,"button"
119,"lot"
119,"pressure"
119,"microwave"
119,"slides"
119,"hold"
119,"hand"
119,"putting"
119,"microwave"
119,"slip"
119,"mat"
119,"solve"
119,"issue"
120,"enamored"
120,"constant"
120,"beeping"
120,"kids"
120,"evil"
120,"stare"
120,"microwave"
120,"buy"
120,"evil"
120,"redheaded"
120,"stepchild"
120,"relax"
120,"21"
120,"check"
120,"specifics"
120,"2"
120,"machines"
120,"identical"
120,"slightly"
120,"larger"
120,"performs"
120,"faster"
120,"replaced"
120,"perform"
121,"dont"
121,"buy"
121,"br"
121,"button"
121,"defective"
121,"8"
121,"months"
122,"olver"
122,"range"
122,"model"
122,"house"
122,"leave"
122,"downsized"
122,"apartment"
122,"countertop"
122,"model"
122,"leave"
122,"wiseman"
122,"br"
122,"happy"
122,"life"
122,"happy"
122,"wife"
123,"basic"
123,"microwave"
123,"basic"
123,"functions"
123,"heats"
123,"quickly"
123,"surprised"
123,"hotter"
123,"bigger"
123,"ge"
124,"love"
124,"simple"
124,"controls"
124,"microwave"
125,"price"
125,"cheap"
125,"microwave"
125,"br"
125,"br"
125,"door"
125,"hard"
125,"hand"
125,"tend"
125,"push"
125,"machine"
125,"br"
125,"br"
125,"issues"
125,"heating"
125,"br"
125,"br"
125,"sound"
125,"loud"
125,"microwave"
126,"anticipated"
126,"should've"
126,"read"
126,"dimensions"
127,"nice"
127,"microwave"
127,"size"
127,"programming"
