"line","word"
65,"hair"
65,"br"
65,"br"
65,"update"
65,"09"
65,"18"
65,"16"
65,"product"
65,"received"
65,"bio"
65,"ionic"
65,"vine"
65,"remington's"
65,"cool"
65,"burst"
65,"easily"
65,"activated"
65,"drying"
65,"hair"
65,"bio"
65,"ionic"
65,"taking"
65,"1"
65,"star"
65,"br"
65,"br"
65,"brought"
65,"br"
65,"c.s"
65,"light"
65,"c.s"
65,"light"
66,"heat"
66,"blow"
67,"suddenly"
67,"days"
67,"ago"
68,"hairdryer"
68,"affordable"
68,"price"
68,"delivery"
68,"quick"
68,"packaging"
68,"extra"
68,"hair"
68,"drying"
68,"tips"
68,"email"
68,"wishing"
68,"bit"
68,"power"
68,"cool"
68,"blast"
68,"deal"
68,"im"
68,"pleased"
68,"bought"
68,"product"
68,"replace"
68,"hairdryer"
68,"20mins"
68,"dry"
68,"hair"
68,"happy"
68,"cut"
68,"timing"
68,"drying"
68,"hair"
68,"8minutes"
68,"leaves"
68,"hair"
68,"smooth"
68,"ghd"
68,"hair"
68,"irons"
68,"major"
68,"downside"
68,"noisy"
69,"love"
69,"hair"
69,"dryer"
69,"speeds"
69,"temperatures"
69,"perfect"
69,"quiet"
69,"hair"
69,"dryer"
69,"owned"
69,"drawback"
69,"placement"
69,"switch"
69,"located"
69,"bottom"
69,"handle"
69,"hands"
69,"design"
69,"reverse"
69,"placement"
69,"buttons"
69,"easily"
69,"thumb"
69,"speed"
69,"temperature"
69,"button"
69,"easily"
69,"reached"
69,"thumb"
69,"change"
69,"reason"
69,"stars"
69,"highly"
69,"recommend"
69,"buy"
70,"dryer"
70,"lightweight"
70,"job"
71,"dryer"
71,"quiet"
71,"heavy"
71,"bigger"
71,"bit"
71,"unwieldy"
71,"unpracticed"
71,"hands"
71,"dries"
71,"thick"
71,"coarse"
71,"shoulder"
71,"length"
71,"hair"
71,"faster"
71,"device"
71,"leaves"
71,"hair"
71,"notably"
71,"silkier"
71,"manageable"
71,"dryers"
71,"allure"
71,"offer"
71,"benefits"
71,"expensive"
71,"professional"
71,"tool"
71,"surprisingly"
71,"reasonable"
71,"price"
71,"hoping"
71,"holds"
71,"time"
71,"planning"
71,"purchase"
71,"summer"
71,"cottage"
72,"wife"
72,"happy"
72,"hair"
72,"dryer"
72,"thick"
72,"hair"
74,"blow"
74,"holes"
74,"top"
75,"blow"
75,"dryer"
75,"tangle"
75,"hair"
75,"limp"
75,"hair"
75,"dry"
75,"slowly"
76,"expected"
77,"hot"
77,"tools"
77,"bonnet"
77,"dryer"
77,"25"
77,"love"
77,"highly"
77,"recommend"
77,"bonnet"
77,"constantly"
77,"unhooking"
77,"hose"
77,"realized"
77,"dryer"
77,"bonnet"
77,"notch"
77,"inside"
77,"ring"
77,"clicks"
77,"connected"
77,"bonnet"
77,"dryer"
77,"4"
77,"heist"
77,"settings"
77,"lower"
77,"10"
77,"15"
77,"minutes"
78,"nice"
78,"quality"
78,"fairly"
78,"quiet"
78,"nice"
78,"bought"
79,"worth"
80,"hoping"
80,"quieter"
80,"blow"
80,"dryer"
80,"quieter"
80,"dryer"
80,"quiet"
80,"read"
80,"kinds"
80,"reviews"
80,"dries"
80,"hair"
80,"smooth"
80,"silky"
80,"makes"
80,"hair"
80,"smooth"
80,"silky"
80,"product"
81,"4"
81,"job"
81,"medium"
81,"heat"
81,"blow"
81,"settings"
81,"clean"
81,"air"
81,"intake"
81,"screen"
81,"sign"
81,"lint"
81,"recently"
81,"throwing"
81,"sparks"
81,"actual"
81,"flames"
81,"pitched"
81,"screeching"
81,"noise"
81,"popping"
81,"sparks"
81,"flames"
81,"trash"
81,"dryer"
81,"funny"
81,"mother"
81,"dryer"
81,"15"
81,"modern"
81,"34"
81,"tech"
81,"34"
81,"stuff"
81,"mass"
81,"produced"
81,"junk"
82,"blow"
82,"dryer"
82,"purchased"
82,"time"
83,"model"
83,"remington"
83,"hair"
83,"dryer"
83,"model"
83,"held"
83,"daily"
83,"3"
83,"model"
83,"lighter"
83,"weight"
83,"slightly"
83,"produces"
83,"results"
83,"model"
83,"br"
83,"br"
83,"remington"
83,"micro"
83,"conditioners"
83,"prevent"
83,"heat"
83,"damage"
83,"increase"
83,"hair"
83,"shine"
83,"ceramic"
83,"technology"
83,"prevents"
83,"hair"
83,"damage"
83,"dries"
83,"hair"
83,"faster"
83,"br"
83,"br"
83,"remington"
83,"hair"
83,"dryers"
83,"daily"
83,"hair"
83,"untreated"
83,"treated"
83,"hair"
83,"damage"
83,"split"
83,"dry"
83,"brittle"
83,"fly"
83,"attributable"
83,"dryer"
83,"hair"
83,"product"
83,"changed"
83,"started"
83,"treating"
83,"hair"
83,"shampoo"
83,"conditioners"
83,"day"
83,"dry"
83,"hair"
83,"day"
83,"br"
83,"br"
83,"dry"
83,"time"
83,"fast"
83,"model"
83,"faster"
83,"dry"
83,"dry"
83,"time"
83,"pretty"
83,"quick"
83,"nonetheless"
83,"attachment"
83,"dryer"
83,"diffuser"
83,"remington"
83,"caught"
83,"flak"
83,"model"
83,"including"
83,"diffuser"
83,"directional"
83,"blower"
83,"standard"
83,"plastic"
83,"br"
83,"br"
83,"remington"
83,"dryer"
83,"dry"
83,"previous"
83,"models"
83,"footsteps"
83,"happy"
83,"feel"
83,"results"
84,"expensive"
84,"transformer"
85,"love"
85,"compact"
85,"amazing"
86,"dryer"
86,"price"
86,"noticed"
86,"strands"
86,"shiny"
86,"silky"
86,"dryer"
86,"dries"
86,"quickly"
86,"loud"
86,"heat"
86,"speed"
86,"settings"
86,"barrel"
86,"dryers"
86,"hard"
86,"grip"
86,"control"
86,"boxed"
86,"nicely"
86,"diffuser"
86,"attachment"
86,"recommend"
86,"productif"
86,"check"
86,"pictures"
86,"other's"
86,"reviews"
86,"luck"
86,"smooth"
86,"shiny"
86,"hair"
86,"chance"
86,"results"
86,"texturing"
86,"product"
86,"conducive"
86,"smooth"
86,"shiny"
86,"hair"
87,"heavy"
87,"reall"
87,"portable"
87,"light"
87,"travel"
87,"dryer"
88,"experience"
89,"dry"
89,"hair"
89,"fast"
90,"blow"
90,"dryer"
91,"price"
91,"glad"
91,"spend"
91,"hundreds"
91,"love"
92,"enjoyed"
92,"beginning"
92,"months"
92,"hot"
92,"easily"
92,"stop"
92,"wait"
92,"cools"
93,"purchase"
93,"hot"
93,"tools"
93,"tourmaline"
93,"ionic"
93,"standing"
93,"hair"
93,"dryer"
93,"investment"
93,"love"
93,"purple"
93,"black"
93,"color"
93,"heat"
93,"settings"
93,"low"
93,"speed"
93,"settings"
93,"low"
93,"ionic"
93,"knob"
93,"adjustable"
93,"pole"
93,"person"
93,"wheels"
93,"easy"
93,"roll"
93,"house"
93,"hooded"
93,"dryer"
93,"sit"
93,"table"
93,"chair"
93,"low"
93,"fit"
93,"hood"
93,"dryer"
93,"weekly"
93,"basis"
93,"hood"
93,"roomy"
93,"flip"
93,"front"
93,"dry"
93,"hair"
93,"rollers"
93,"salon"
93,"feel"
93,"hair"
93,"dryer"
93,"home"
94,"product"
94,"west"
94,"time"
94,"energy"
94,"refund"
94,"money"
94,"recommend"
94,"product"
96,"terrible"
96,"reviews"
96,"3"
96,"diffuser"
96,"retractable"
96,"cord"
96,"folding"
96,"handle"
96,"figured"
96,"price"
96,"glad"
96,"love"
96,"understand"
96,"negative"
96,"reviews"
96,"dries"
96,"hair"
96,"quickly"
96,"curly"
96,"hair"
97,"rid"
97,"hair"
97,"dryers"
97,"house"
97,"thrown"
97,"ago"
97,"wife"
97,"daughter"
97,"kinky"
97,"curl"
97,"hair"
97,"takes"
97,"time"
97,"dry"
97,"hair"
97,"product"
97,"cuts"
97,"time"
97,"half"
97,"strong"
97,"firm"
97,"hair"
97,"dryer"
97,"feels"
97,"picking"
97,"affordable"
97,"price"
97,"daughter"
97,"bathroom"
97,"loves"
97,"color"
97,"purple"
97,"possession"
97,"br"
97,"br"
97,"hair"
97,"dryer"
97,"expect"
97,"salon"
98,"hair"
98,"dryer"
98,"fastest"
98,"drying"
98,"hair"
98,"dryers"
98,"sleek"
98,"professional"
98,"multiple"
98,"attachments"
98,"blow"
98,"dry"
98,"br"
98,"br"
98,"issues"
98,"hair"
98,"dryer"
98,"blows"
98,"hard"
98,"slowest"
98,"setting"
98,"air"
98,"blows"
98,"forcefully"
98,"precision"
98,"drying"
98,"diffuser"
98,"attachment"
98,"hair"
98,"blown"
98,"smithereens"
98,"rocker"
98,"switch"
98,"design"
98,"rocker"
98,"switch"
98,"controls"
98,"handle"
98,"easy"
98,"push"
98,"regularly"
98,"reset"
98,"settings"
98,"annoying"
98,"br"
98,"br"
98,"lasting"
98,"pretty"
98,"trouble"
98,"performance"
98,"hope"
98,"lasts"
98,"br"
98,"br"
98,"hair"
98,"dryer"
98,"usable"
98,"frustration"
99,"absolutely"
99,"hair"
99,"dryer"
99,"owned"
99,"hands"
99,"love"
99,"dryer"
99,"freakin"
99,"fast"
99,"amazing"
99,"weeks"
99,"time"
99,"pleased"
101,"heated"
101,"2"
101,"minute"
101,"return"
101,"pay"
101,"bubble"
101,"rap"
101,"amazon"
101,"luck"
101,"online"
102,"nice"
102,"quality"
103,"issues"
104,"blow"
104,"dryer"
104,"3"
104,"months"
104,"heating"
104,"element"
105,"purchased"
105,"dryer"
105,"9"
105,"month"
105,"ago"
105,"alway"
105,"stay"
105,"home"
105,"occasionally"
105,"moved"
105,"stand"
105,"anymore"
105,"plastic"
105,"base"
105,"3"
105,"legs"
105,"broken"
105,"called"
105,"customer"
105,"service"
105,"warranty"
105,"60"
105,"days"
106,"love"
108,"speed"
108,"heat"
108,"settings"
108,"wonderful"
108,"gross"
108,"feeling"
108,"burning"
108,"hair"
108,"blowing"
108,"insanely"
108,"blow"
108,"driers"
108,"convenient"
108,"storage"
110,"nice"
110,"quality"
111,"fine"
112,"excellent"
112,"hair"
112,"dryer"
113,"hair"
113,"dryer"
113,"powerful"
113,"dries"
113,"hair"
113,"quickly"
113,"folding"
113,"design"
113,"makes"
113,"easy"
113,"stash"
113,"addition"
113,"taking"
113,"ton"
113,"suitcase"
113,"win"
114,"love"
114,"hair"
114,"dryer"
114,"arthritis"
114,"larger"
114,"dryers"
114,"hard"
114,"manipulate"
114,"short"
114,"thin"
114,"hair"
114,"dryer"
114,"makes"
114,"easier"
114,"roll"
114,"brush"
114,"time"
114,"recommend"
114,"thicker"
114,"hair"
114,"heat"
114,"strong"
114,"powerful"
114,"1875"
115,"holy"
115,"cow"
115,"dryer"
115,"died"
115,"6"
115,"weeks"
115,"ago"
115,"blow"
115,"dried"
115,"hot"
115,"lazy"
115,"fancy"
115,"summer"
115,"wow"
115,"fast"
115,"cute"
115,"packs"
115,"punch"
116,"dryer"
116,"nice"
116,"packaging"
117,"cool"
117,"speed"
117,"perfect"
117,"hair"
117,"frizz"
117,"dryness"
118,"warm"
118,"setting"
119,"bit"
119,"stronger"
119,"bit"
119,"hotter"
119,"trick"
119,"thick"
119,"thick"
119,"hair"
119,"blow"
119,"drying"
119,"skills"
119,"subpar"
119,"hands"
119,"skilled"
119,"person"
119,"id"
119,"4"
119,"stars"
120,"3"
120,"level"
120,"heat"
121,"blow"
121,"dryer"
121,"heavy"
121,"expected"
122,"love"
122,"hot"
122,"pink"
122,"mini"
122,"pro"
122,"lightweight"
122,"powerful"
122,"super"
122,"cute"
122,"tote"
122,"bag"
122,"perfect"
122,"travel"
122,"mine"
122,"everyday"
122,"clunky"
122,"heavy"
122,"dryer"
122,"baby"
122,"hot"
122,"lower"
122,"setting"
122,"shoulder"
122,"hand"
122,"issues"
122,"hurt"
122,"blow"
122,"dry"
122,"hair"
122,"love"
123,"hair"
123,"dryer"
123,"hair"
123,"straight"
123,"kinda"
123,"heavy"
123,"compared"
123,"hair"
123,"dryers"
124,"excellent"
124,"product"
125,"hair"
125,"dryer"
125,"8"
125,"months"
125,"yesterday"
125,"heating"
125,"element"
125,"stopped"
125,"blows"
125,"cool"
125,"air"
125,"revlon"
125,"product"
125,"cheap"
125,"wrong"
126,"bought"
126,"sister"
126,"college"
126,"fast"
126,"loves"
126,"affordable"
127,"excellent"
127,"hair"
127,"dryer"
127,"features"
127,"features"
127,"marketer's"
127,"mind"
127,"real"
127,"fix"
127,"damaged"
127,"hair"
127,"means"
127,"hair"
127,"shinier"
127,"healthier"
127,"improve"
127,"real"
127,"world"
127,"day"
127,"day"
127,"capable"
127,"effective"
127,"drying"
127,"styling"
127,"br"
127,"br"
127,"feels"
127,"solid"
127,"built"
127,"hefty"
127,"solid"
127,"cord"
127,"connectors"
127,"circuit"
127,"breaker"
127,"protection"
127,"built"
127,"plug"
127,"excellent"
127,"safety"
127,"features"
127,"handle"
127,"controls"
127,"ease"
127,"stay"
127,"cool"
127,"touch"
127,"2"
127,"speeds"
127,"3"
127,"heat"
127,"settings"
127,"low"
127,"speed"
127,"low"
127,"heat"
127,"huge"
127,"amount"
127,"hot"
127,"air"
127,"heat"
127,"speed"
127,"cool"
127,"air"
127,"blow"
127,"feature"
127,"finishing"
127,"drying"
127,"process"
127,"couple"
127,"attachments"
127,"concentrator"
127,"diffuser"
127,"portable"
127,"transportable"
127,"weight"
127,"issue"
127,"br"
127,"br"
127,"hair"
127,"dryers"
127,"commodity"
127,"lot"
127,"choices"
127,"unit"
127,"stands"
127,"crowded"
127,"field"
127,"hair"
127,"drying"
127,"styling"
127,"situations"
127,"requirements"
128,"love"
129,"love"
129,"light"
129,"quickly"
129,"dries"
129,"hair"
130,"dryer"
130,"coarse"
130,"thick"
130,"hair"
130,"time"
130,"blow"
130,"dry"
130,"hair"
130,"ordinary"
130,"dryer"
130,"bet"
130,"cut"
130,"drying"
130,"time"
130,"half"
130,"beat"
130,"price"
130,"type"
130,"technology"
131,"buttons"
131,"interfere"
131,"handle"
132,"ms"
132,"s1rude"
132,"br"
132,"model"
132,"remington"
132,"hairdryer"
132,"compare"
132,"model"
132,"model"
132,"brand"
132,"br"
132,"model"
132,"current"
132,"hairdryer"
132,"writing"
132,"rubbed"
132,"single"
132,"switch"
132,"select"
132,"low"
132,"warm"
132,"speeds"
132,"cool"
132,"mode"
132,"ac2015c"
132,"switches"
132,"select"
132,"temperatures"
