,predict
313,4.2873091503484195
314,4.390851741546399
315,2.3680250319084255
316,4.163249339387565
317,5.0
318,4.2984334722506174
319,4.903422594931856
320,4.423983539758534
321,3.9848262746183294
322,4.107157361115441
323,4.095899585066845
324,4.686241739388377
325,4.2984334722506174
326,4.740602147885058
327,4.2984334722506174
328,4.443653800101155
329,3.105668677752053
330,4.322370003348672
331,4.5427252562165
332,3.450196236315996
333,5.0
334,3.418261441651925
335,4.355850293299323
336,2.6387723670367604
337,4.894208994455668
338,4.2984334722506174
339,4.8101522222506174
340,4.2984334722506174
341,4.501751076701574
342,4.302929031979835
343,4.425145716670533
344,3.9068129295777925
345,5.0
346,4.338005364728733
347,4.261856871689223
348,4.001957223397219
349,5.0
350,4.19241181905311
351,5.0
352,4.2984334722506174
353,4.442205275926851
354,4.945495916550963
355,4.479798284807678
356,5.0
357,4.412046034006845
358,4.102008088431014
359,4.6565308728123345
360,2.9996755585822705
361,4.240291376892041
362,4.59599979844913
363,3.07397853890187
364,4.547447819366579
365,4.572136780750384
366,4.200225787348368
367,4.2984334722506174
368,4.2984334722506174
369,4.399159711586253
370,4.352394231622958
371,4.320765775500412
372,4.863324226661847
373,4.520393238216999
374,4.2984334722506174
375,3.446030933838072
376,4.2984334722506174
377,4.679394397934036
378,3.4231435049040546
379,5.0
380,4.2984334722506174
381,4.206757364728863
382,5.0
383,3.90302840930807
384,4.499103416869405
385,4.3018651193723105
386,4.0037554857443975
387,4.2984334722506174
388,5.0
389,4.740599266522856
390,5.0
391,3.7060193936323453
392,4.2984334722506174
393,4.486224958133889
394,4.244166540101779
395,4.2984334722506174
396,5.0
397,5.0
398,4.553855445595911
399,2.6302856181863516
400,4.682432509226163
401,4.2984334722506174
402,4.2984334722506174
403,4.380738707623896
404,4.53636510607278
405,1.0017798810389458
406,4.469298832644443
407,4.2984334722506174
408,4.390877836395223
409,4.072271848305761
410,4.2984334722506174
411,4.3165783206009385
412,4.27563133315824
413,4.2984334722506174
414,4.400333578020414
415,3.484291414727393
416,4.100270109559526
417,4.760566093975849
418,4.2984334722506174
419,4.397232824684293
420,3.6603735529913797
421,4.4365226411827035
422,4.43638847641522
423,4.661141532337279
424,3.8774792178642072
425,4.354555426162283
426,3.4487426967710286
427,4.2984334722506174
428,4.251864101879824
429,4.586912483446718
430,4.2984334722506174
431,3.998717081029547
432,5.0
433,4.431534200200256
434,5.0
435,4.410001800434464
436,4.8101522222506174
437,4.18212036720171
438,4.52719363882272
439,4.2984334722506174
440,4.79006713758107
441,5.0
442,3.5623110284206008
443,5.0
444,4.2984334722506174
445,1.6531001297054817
446,1.5895045078248056
447,4.2984334722506174
448,3.388447583105301
449,5.0
450,4.522008850130311
451,4.657434423348924
452,4.457111106838238
453,4.537150174534656
454,3.948586489540041
455,4.2984334722506174
456,4.2984334722506174
457,4.34599192134219
458,1.0
459,4.139148147300344
460,4.2984334722506174
461,3.693484123667363
462,4.693547057779488
463,1.0394945929954114
464,4.324968779693692
465,4.32612002118828
466,4.472682545517083
467,3.4548126672175576
468,4.317744291770979
469,3.6315231209539807
470,4.678024187124388
471,3.8889228552655277
472,4.771704254009517
473,2.9886656321559397
474,4.390010785589042
475,4.785558793239677
476,4.312611406685066
477,4.283476230339021
478,4.605403464834702
479,4.2984334722506174
480,4.997285432711292
481,5.0
482,4.203645090233035
483,1.0
484,4.313440813017814
485,4.2984334722506174
486,1.9268781673344568
487,2.5897066846102685
488,4.2984334722506174
489,4.245039123313913
490,4.685891628779771
491,4.2984334722506174
492,3.0707472918609784
493,4.119133432905681
494,4.371747719362514
495,4.2984334722506174
496,5.0
497,3.5590194090294016
498,4.321237368133821
499,5.0
500,4.455561895614452
501,4.66599586632076
502,4.2984334722506174
503,3.473300831009142
504,3.234544272007195
505,4.8101522222506174
506,1.0003124806996153
507,3.9859248960606672
508,4.2984334722506174
509,4.913616509649857
510,5.0
511,4.769940566209737
512,4.481917302031594
513,3.784289243842727
514,4.503298766788573
515,5.0
516,4.3504774916241535
517,4.46546185587612
518,2.860776204327599
519,4.847452379663818
520,4.503279167426499
521,2.001596966139349
522,4.2984334722506174
523,4.8101522222506174
524,4.64028974395747
525,4.2984334722506174
526,4.254636256430569
527,2.1837840460641895
528,4.5539608486841265
529,4.2984334722506174
530,4.2984334722506174
531,4.124618673303153
532,4.2984334722506174
533,4.173996131668763
534,3.734122282856989
535,4.421402505826731
536,4.190338651372752
537,4.780077833247473
538,4.451772438499342
539,5.0
540,2.594283906278686
541,4.685891628779771
542,3.0019857183443674
543,3.5739760916582983
544,4.998645876146048
545,1.471317203414031
546,3.761877261535171
547,4.2984334722506174
548,4.2984334722506174
549,4.972436266508468
550,4.719448691850476
551,4.2984334722506174
552,3.2172911685820327
553,4.809696677334295
554,4.552174903703127
555,4.491346226864043
556,2.403452339013161
557,4.2984334722506174
558,4.465380205963008
559,5.0
560,3.469359259910848
561,4.688139330549047
562,4.540864024320449
563,3.9291989925988298
564,4.203300748510027
565,4.000877517287002
566,4.2984334722506174
567,4.885252300742495
568,5.0
569,5.0
570,1.8724661946967083
571,4.585824140306138
572,4.806447952953325
573,4.405216270042574
574,4.2984334722506174
575,4.462156420484448
576,3.5619358773633265
577,4.82696158049107
578,4.762320976491777
579,3.3484045211929443
580,1.75048506321572
581,4.2984334722506174
582,5.0
583,4.2984334722506174
584,4.030068402950284
585,4.2984334722506174
586,4.829765005487934
587,4.541572762405413
588,4.9096734190085645
589,4.296928899798813
590,4.2984334722506174
591,2.180305373931247
592,1.0
593,4.2984334722506174
594,4.1284444327011265
595,4.344949633994071
596,1.549426680183375
597,1.0
598,4.2984334722506174
599,5.0
600,4.476164226731303
601,4.370838304494221
602,4.2984334722506174
603,4.2212473531678265
604,3.744374993547177
605,4.2984334722506174
606,2.5037046659546998
607,4.2984334722506174
608,3.9196017768190354
609,4.2984334722506174
610,4.59796655446033
611,4.2984334722506174
612,4.035461070256637
613,4.579001154032621
614,4.2984334722506174
615,5.0
616,4.877066062277241
617,4.2984334722506174
618,1.9322959146103247
619,4.4885584976815975
620,5.0
621,4.455605950734677
622,4.2984334722506174
623,4.282954719020366
624,4.729153798019437
625,4.564698172591136
626,5.0
627,4.2984334722506174
628,4.2984334722506174
629,4.2584500952911695
630,4.371209374931125
631,4.486917154940586
632,4.471032524970736
633,4.146523456165414
634,4.528029497608308
635,4.148802555492666
636,1.0006210998547664
637,3.296549152756972
638,2.5056040929620034
639,3.049405459638294
640,4.4289279134165564
641,3.2177763660690455
642,4.548066690139046
643,4.8101522222506174
644,5.0
645,5.0
646,4.898975964448763
647,4.491417389000525
648,3.89592346567379
649,3.579511641089966
650,4.297099032189137
651,4.789818655429242
652,2.2597332737146147
653,4.2984334722506174
654,4.2984334722506174
655,4.297312006810449
656,4.553028533120423
657,4.650285051826576
658,4.327106804313742
659,3.3427417512344473
660,4.467845530989165
661,4.2984334722506174
662,5.0
663,4.508139284233565
664,4.787826745404916
665,4.588986083698516
666,4.2984334722506174
667,4.88202358651908
668,3.918930884797928
669,4.474637816043843
670,4.161154197463063
671,5.0
672,4.439225613295667
673,1.0
674,4.518821758667372
675,4.72307567298013
676,1.0
677,4.510970727740111
678,4.2984334722506174
679,4.999857535477686
680,4.603944325199427
681,4.2984334722506174
682,4.832130921508531
683,3.8750666537370893
684,4.2984334722506174
685,4.999985374483879
686,4.328304708650067
687,4.2984334722506174
688,3.0755658737065916
689,2.913320739992248
690,4.2984334722506174
691,4.65489504932601
692,4.336801198547297
693,4.841164845501343
694,4.2984334722506174
695,4.7900363218651005
696,4.870212561472435
697,4.495283424231934
698,3.5048278234983137
699,4.2984334722506174
700,4.2984334722506174
701,5.0
702,4.2984334722506174
703,4.4931202498487455
704,4.843412957005248
705,4.297618757348199
706,4.946613749163319
707,4.2984334722506174
708,4.276612897912738
709,4.3067415813847045
710,4.2984334722506174
711,4.2984334722506174
712,2.7909809807783064
713,4.2984334722506174
714,3.9395271131833507
715,4.2984334722506174
716,5.0
717,3.932249395245426
718,4.24363150197299
719,4.676332262719507
720,5.0
721,3.002543105865264
722,4.334298571453196
723,3.3371374131926017
724,2.0371371313753435
725,3.4880526629535185
726,4.9931189690945175
727,3.9539565797263867
728,4.3533022688746845
729,4.357795854569389
730,4.353290216100314
731,3.9736600087826823
732,4.516940922293513
733,3.506367078083613
734,4.2984334722506174
735,4.2984334722506174
736,4.456068653125482
737,4.8101522222506174
738,4.637249484499911
739,4.450981201701375
740,3.7826630974812154
741,5.0
742,4.506252797681029
743,4.659789387324331
744,5.0
745,4.2984334722506174
746,4.2984334722506174
747,4.495306638981514
748,4.154720613161159
749,4.22990781417347
750,4.030080667157929
751,5.0
752,3.629115423513952
753,3.5822340211534467
754,4.2984334722506174
755,4.52799890617017
756,4.212899993205903
757,4.2984334722506174
758,4.377264275540428
759,4.2984334722506174
760,4.685891628779771
761,5.0
762,4.283808225023373
763,5.0
764,4.4800584783291155
765,4.939500177114076
766,4.002264482554344
767,5.0
768,4.315077342700381
769,4.2984334722506174
770,3.9589210505642765
771,2.8383353417208532
772,3.8659429831576855
773,5.0
774,4.2984334722506174
775,4.430245968048498
776,4.362961834437639
777,4.557918618086226
778,1.853180463014334
779,4.2984334722506174
780,4.2984334722506174
781,3.304877117430272
782,3.0348362785579712
783,3.621018425484468
784,4.5025315417584535
785,3.9114941258500724
786,4.853017053460909
787,4.249327187486277
788,4.375973024436157
789,4.575969454440197
790,3.5485459940111994
791,4.308373331148276
792,1.4467524191246373
793,4.003416881737965
794,4.2984334722506174
795,4.164287609873366
796,4.793225481766198
797,4.65489504932601
798,4.771763585552488
799,3.9229470653861136
800,5.0
801,4.309705746895444
802,4.468806552329803
803,3.8268552284432413
804,4.010318005419044
805,5.0
806,4.2984334722506174
807,3.6594752401920556
808,4.2984334722506174
809,4.830627631976633
810,4.2984334722506174
811,5.0
812,4.2984334722506174
813,4.6324743812796365
814,4.917299652920805
815,5.0
816,4.2984334722506174
817,4.296360878088936
818,4.2984334722506174
819,4.2984334722506174
820,4.2984334722506174
821,4.422865700404421
822,4.540161806491747
823,5.0
824,4.3873883850405795
825,3.3342880726903235
826,4.2984334722506174
827,3.618418245211835
828,4.2984334722506174
829,4.264456352085068
830,2.144805000466219
831,4.869225887916578
832,4.047824316091922
833,4.345135741167932
834,4.397384282000572
835,5.0
836,4.617289997062236
837,4.439768955843884
838,4.702466727134704
839,4.2984334722506174
840,4.002772155717081
841,5.0
842,4.2984334722506174
843,4.283218640964228
844,1.780971846431728
845,4.2984334722506174
846,3.337694848422525
847,4.3623485487785985
848,4.658839953402793
849,4.406652220806816
850,4.885738520784958
851,4.617843496273986
852,4.842291334078451
853,3.7475378335330762
854,4.91855069840842
855,1.899542011061643
856,4.782518045917905
857,4.2984334722506174
858,1.0
859,4.6245033972057605
860,4.553454619035478
861,4.257893664455549
862,2.7478794933751702
863,3.938587254688338
864,4.2984334722506174
865,3.730129445201489
866,4.394843527182371
867,5.0
868,4.5205932914649525
869,1.0
870,4.763922860882117
871,4.2984334722506174
872,5.0
873,2.7941847097164803
874,4.2984334722506174
875,5.0
876,4.537289115113059
877,3.6078902452756907
878,5.0
879,4.8101522222506174
880,3.3721538273098934
881,4.2984334722506174
882,4.2984334722506174
883,4.2984334722506174
884,4.503757293299752
885,5.0
886,4.334200959026629
887,5.0
888,4.311703340253282
889,4.540957805055376
890,5.0
891,4.2984334722506174
892,2.942685808499811
893,4.203985393397227
894,3.728374878175554
895,4.366473639323322
896,4.589837658813182
897,4.89416885731085
898,4.2984334722506174
899,4.352122832500494
900,4.893961540235369
901,4.894877802090152
902,3.0449410467933133
903,4.4531635994245224
904,4.2984334722506174
905,5.0
906,4.34843736965225
907,4.2984334722506174
908,3.697219210052078
909,3.788415276223931
910,5.0
911,4.589199858332897
912,4.435696034327807
913,4.62245030334493
914,4.519539424323645
915,4.006592685201472
916,4.2984334722506174
917,3.9240713875251196
918,4.531843516174806
919,4.2984334722506174
920,4.4905460256855925
921,4.474844597888512
922,4.764497319227045
923,5.0
924,5.0
925,4.402941716469133
926,4.653811805902052
927,4.262924772657927
928,4.849020513123461
929,3.4216326980106038
930,4.852643635930429
931,3.8434148927761873
932,1.9665065297968338
933,4.2984334722506174
934,4.5509612351668975
935,4.6795961144915985
936,4.07348583017056
937,2.9986347153546142
938,5.0
939,2.3613391680354483
940,4.230133419434446
941,4.451016587526404
942,3.687398310022564
943,1.6530477514999955
944,4.989038001489499
945,1.9990511864199818
946,4.363044456827735
947,4.2984334722506174
948,4.039568084951638
949,4.760861572374175
950,5.0
951,3.9982415799755007
952,4.65489504932601
953,4.2984334722506174
954,4.8695547513744915
955,4.021966052094701
956,4.2984334722506174
957,4.094233405991312
958,4.2984334722506174
959,4.413000922123023
960,4.2984334722506174
961,4.9990214882108885
962,3.800891787206723
963,4.2984334722506174
964,2.6504198957100638
965,4.581587153689513
966,4.2984334722506174
967,4.118639921018631
968,4.2984334722506174
969,4.371494360849905
970,4.575454468528353
971,3.8857614884255005
972,4.2984334722506174
973,4.682797634944028
974,4.2984334722506174
975,4.685891628779771
976,4.537768911322399
977,4.277453186226824
978,4.194340633963089
979,5.0
980,3.454797143488008
981,4.2984334722506174
982,5.0
983,4.464000035342208
984,4.486662511231179
985,3.672685145819478
986,4.158433251693498
987,5.0
988,2.8153308567431763
989,4.2984334722506174
990,5.0
991,4.8101522222506174
992,3.5157437078368674
993,4.2984334722506174
994,4.481428359107845
995,3.748332684621446
996,4.000160603306147
997,4.2984334722506174
998,4.607289654377208
999,4.2984334722506174
1000,4.2984334722506174
1001,5.0
1002,1.9314327926580366
1003,5.0
1004,4.742162221549681
1005,4.2984334722506174
1006,2.568457083938534
1007,3.998293687291683
1008,4.64283245247014
1009,4.666136605660211
1010,4.2984334722506174
1011,5.0
1012,1.0
1013,5.0
1014,3.367014125852605
1015,4.112821255032347
1016,2.4923113474083625
1017,4.860080043876524
1018,4.996012515244091
1019,4.2984334722506174
1020,5.0
1021,4.778180514357038
1022,4.2984334722506174
1023,4.2984334722506174
1024,4.031243327602252
1025,4.02956546908711
1026,4.2984334722506174
1027,4.395464155985927
1028,4.811560620658138
1029,4.848869255991123
1030,4.2984334722506174
1031,4.081588264711857
1032,4.8101522222506174
1033,4.512279413113079
1034,4.19383773053562
1035,2.7318194980779786
1036,4.810974966379558
1037,2.881540994657412
1038,3.6598157987971174
1039,4.262310016486702
1040,3.744726475459163
1041,5.0
1042,5.0
1043,4.253430658433229
1044,4.990739704867496
1045,3.7913194750850714
1046,4.146998024287182
1047,3.714263304928989
1048,4.413404940010593
1049,3.827159075238971
1050,4.2984334722506174
1051,4.4716509007375045
1052,2.336993770812862
1053,4.406661256088798
1054,4.2984334722506174
1055,4.3949562715435855
1056,4.618448998395445
1057,4.240447238023382
1058,4.2984334722506174
1059,4.2984334722506174
1060,4.720876653724873
1061,4.391412397028469
1062,5.0
1063,4.487555397439727
1064,1.0
1065,4.2984334722506174
1066,5.0
1067,4.541502286994244
1068,4.179446038621401
1069,4.2984334722506174
1070,5.0
1071,4.198965532831957
1072,3.843234472163847
1073,4.95722639882747
1074,4.9986899090379575
1075,1.6848273474851672
1076,4.2984334722506174
1077,4.965611386212985
1078,1.5439990910194155
1079,4.471769569215276
1080,3.24285180328767
1081,4.399184205007074
1082,4.115577811211474
1083,3.636243115932313
1084,4.2984334722506174
1085,3.7291976662815407
1086,5.0
1087,4.365810940716866
1088,4.2984334722506174
1089,4.940390856980353
1090,4.2984334722506174
1091,4.845928885216503
1092,4.2984334722506174
1093,2.3263922776746564
1094,4.526632632574526
1095,2.3887849816887536
1096,4.078113438557196
1097,4.26834566479118
1098,4.2984334722506174
1099,4.2984334722506174
1100,4.754404710744209
1101,4.2984334722506174
1102,4.823609405119985
1103,4.2984334722506174
1104,3.893096379077912
1105,4.2984334722506174
1106,4.2984334722506174
1107,5.0
1108,4.400046065922487
1109,4.575801812121662
1110,5.0
1111,4.2984334722506174
1112,4.99955083360036
1113,4.686421312167028
1114,3.7597491526271267
1115,4.65489504932601
1116,4.414072466855829
1117,4.0313333279659584
1118,4.2984334722506174
1119,3.0019383298291498
1120,4.2984334722506174
1121,4.961655482754619
1122,5.0
1123,4.2984334722506174
1124,3.5063069838572822
1125,4.470346620748219
1126,5.0
1127,4.304502262623346
1128,5.0
1129,4.616458653643565
1130,4.430785736400589
1131,4.2976788672171615
1132,4.2984334722506174
1133,4.603967217547834
1134,4.690470019017905
1135,4.639342497550194
1136,5.0
1137,4.658435870599397
1138,4.585518121030034
1139,4.2984334722506174
1140,4.2984334722506174
1141,4.549376726589853
1142,4.2984334722506174
1143,4.301553026452093
1144,4.763127129826501
1145,5.0
1146,4.2984334722506174
1147,4.494009780514748
1148,5.0
1149,4.002948928900599
1150,4.47198220260766
1151,5.0
1152,4.909882514003245
1153,3.161319935904086
1154,4.237727246114773
1155,3.874692337294601
1156,4.806577915990512
1157,4.439602321927062
1158,4.848830559444966
1159,5.0
1160,3.9034810176044448
1161,4.6452490887471445
1162,3.949539835557778
1163,4.368179811475405
1164,1.0
1165,4.2984334722506174
1166,5.0
1167,4.034862828153645
1168,5.0
1169,4.5045767200294975
1170,3.69880776911258
1171,4.335378791030935
1172,4.65489504932601
1173,4.2984334722506174
1174,4.20791370583161
1175,4.7145896360790776
1176,4.557401024824496
1177,4.293711789853673
1178,4.087111460653608
1179,4.335328944006829
1180,4.2984334722506174
1181,4.583063841975231
1182,4.297089427281764
1183,4.2984334722506174
1184,5.0
1185,3.3319761696369086
1186,2.1586849215445545
1187,4.8101522222506174
1188,4.5375854806634965
1189,4.6161691638437095
1190,4.811532201843874
1191,4.626896015896797
1192,5.0
1193,3.964271499737614
1194,4.354247301088143
1195,4.375671471367364
1196,2.698099376906881
1197,4.2984334722506174
1198,4.2984334722506174
1199,4.2984334722506174
1200,4.466699126098838
1201,5.0
1202,4.614371250073456
1203,4.573045046524877
1204,4.649514640129547
1205,4.998801500775057
1206,4.2984334722506174
1207,3.7211108613428636
1208,4.7717918933363315
1209,4.647151469432584
1210,3.8714990018594855
1211,4.185457977440826
1212,4.46385379628032
1213,4.675734129558061
1214,2.0001319044113175
1215,4.2984334722506174
1216,4.562865173029611
1217,1.0
1218,4.441211301094362
1219,3.4116649664631007
1220,3.523201785640542
1221,4.2984334722506174
1222,5.0
1223,3.8093595333873873
1224,4.8101522222506174
1225,4.633767943961255
1226,5.0
1227,4.2984334722506174
1228,4.2984334722506174
1229,4.422381589085574
1230,5.0
1231,1.1537170799775045
1232,4.339174647708852
1233,3.8542324373647414
1234,4.2984334722506174
1235,3.7899763687151107
1236,4.2984334722506174
1237,2.9924347847869903
1238,4.2984334722506174
1239,3.7277143109050934
1240,4.476654288268052
1241,4.531765932830178
1242,4.2984334722506174
1243,4.127237273671035
1244,4.413231945026211
1245,4.2984334722506174
1246,4.2984334722506174
1247,4.805281410347912
1248,2.2978724549262197
1249,4.4266706634494355
1250,3.847114842415591
1251,5.0
1252,4.2984334722506174
1253,5.0
1254,4.96069468494609
1255,4.366045832886256
1256,4.213956128061429
1257,4.683716239145409
1258,5.0
1259,4.787468267692347
1260,4.751753718971926
1261,3.924954052692767
1262,4.423363877474766
1263,5.0
1264,1.0
1265,4.384017073425079
1266,4.2984334722506174
1267,4.2984334722506174
1268,3.9973781962070762
1269,4.068557515835299
1270,3.6268269988051522
1271,4.937997463032654
1272,3.9001423163622118
1273,4.112973316943867
1274,4.405564783163092
1275,4.600059383298143
1276,4.2984334722506174
1277,4.16518955523885
1278,4.2984334722506174
1279,2.7865737912427018
1280,4.1414645771321865
1281,1.0
1282,4.900919086250155
1283,4.439131977338517
1284,5.0
1285,4.409464619363272
1286,5.0
1287,4.3650321412122794
1288,4.755883677733083
1289,4.398377738220328
1290,3.0002254301590696
1291,4.504628135611536
1292,4.786659756888568
1293,4.2984334722506174
1294,5.0
1295,3.928504580236922
1296,4.2984334722506174
1297,5.0
1298,4.919524122594498
1299,4.526091843027438
1300,4.195889302524741
1301,3.823666439821326
1302,4.564720052906149
1303,4.435035895453822
1304,5.0
1305,5.0
1306,5.0
1307,4.037237962966529
1308,3.8288775267448414
1309,4.23554247955642
1310,3.841696082020764
1311,4.2984334722506174
1312,4.378655368942602
1313,4.556859319611493
1314,5.0
1315,4.488306637293269
1316,4.1508251926256055
1317,4.999608534823243
1318,4.2984334722506174
1319,4.707218698320551
1320,4.582676009072773
1321,4.081562346684789
1322,4.096684886936725
1323,5.0
1324,5.0
1325,4.51732102268307
1326,3.702128673764565
1327,1.1766536928899392
1328,5.0
1329,4.695560519030187
1330,4.768238113163338
1331,5.0
1332,4.999305025589376
1333,3.8949274649782337
1334,4.478134684903272
1335,5.0
1336,4.378070706240667
1337,4.999722465163829
1338,3.965805480553829
1339,4.363989758454045
1340,5.0
1341,5.0
1342,4.261592692759076
1343,5.0
1344,4.472773237746151
1345,3.38241762710261
1346,2.6983817580570033
1347,4.685891628779771
1348,4.2984334722506174
1349,4.821428809213972
1350,3.907984135054205
1351,3.769603552737717
1352,4.447967554920476
1353,2.944190039015746
1354,1.8895021322915846
1355,4.740581511332517
1356,4.43478732386672
1357,5.0
1358,4.2984334722506174
1359,4.644410930254803
1360,3.82664702247099
1361,5.0
1362,3.896626116351827
1363,4.040019440819757
1364,2.027383987829543
1365,2.6664649462084773
1366,5.0
1367,4.2984334722506174
1368,4.159033819814561
1369,4.460736612924238
1370,4.105634072918522
1371,4.339869487944667
1372,4.950383718639138
1373,4.2984334722506174
1374,4.753707531033722
1375,1.0
1376,2.426993391307457
1377,4.2984334722506174
1378,4.749327784044542
