HR,info,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase
,0.277358533,0,0,4,4561,0,1
,0.128831646,0,0,5,4561,0,1
,0.101145313,2,2,5,4561,0,1
,2.219453394,1,-1,3,4561,0,1
1,0.249096196,16,10,5,4561,0,1
1,0,2,2,1,4561,0,1
,0.900943934,0,0,5,4561,0,1
0,2.413125637,14,4,5,4561,0,1
,3.179200927,9,7,5,4561,1,0
,0.89417846,18,0,3,4561,0,1
1,0,13,13,5,4561,0,1
,0.079025333,3,3,5,4561,0,1
,0.056037024,5,3,1,4561,0,1
,0.006167582,0,0,5,4562,0,1
,0.340156752,3,3,4,4562,0,1
,0.391619315,0,0,2,4562,0,1
1,0.068929015,1,-1,1,4562,0,1
0,0,6,6,5,4562,0,1
,0.45092309,0,0,5,4562,0,1
,0,11,7,5,4562,0,1
,0.056037024,3,3,4,4562,0,1
,0.025084058,0,0,5,4562,0,1
,0.473525487,4,0,5,4562,0,1
,0.889927246,0,0,5,4562,0,1
,1.565329694,10,10,5,4562,0,1
,0.429439585,13,11,5,4563,0,1
,0.253647314,6,-2,5,4563,0,1
0,0.33332168,5,5,4,4563,0,1
,0.049816622,5,3,5,4563,0,1
,0.489222098,1,1,2,4563,0,1
,0.08228042,3,3,4,4563,0,1
,0.31580447,5,5,5,4563,0,1
,1.074806903,0,0,3,4563,0,1
1,1.038195428,14,10,5,4563,0,1
,0.079390476,1,1,4,4563,0,1
,0.686692841,0,0,5,4563,0,1
0,0.094949133,7,1,2,4563,0,1
,3.102399432,2,2,5,4563,0,1
0.666666667,0.068929015,38,38,4,4564,1,0
,0.414516644,3,3,5,4564,0,1
,1.322385795,0,0,5,4564,0,1
,0.036720873,4,2,5,4564,0,0
,2.043706233,0,0,3,4564,0,1
0,0,16,16,3,4564,1,0
,0.630298044,0,0,5,4564,0,1
,0.206787044,4,-2,5,4564,0,1
,0.003009907,6,6,5,4564,0,1
,0.058788491,2,2,5,4564,0,1
,0.19287037,3,3,5,4564,0,1
0,0.842078531,6,6,4,4564,0,1
1,2.119363548,2,2,5,4564,0,1
0,0.068929015,7,1,5,4565,0,0
,0.065031818,3,3,5,4565,0,1
,0,1,1,4,4565,0,1
,0.286968779,0,0,1,4565,0,1
,1.794545018,2,2,3,4565,0,1
1,1.038091186,11,3,1,4565,0,1
,0.777562183,0,0,5,4565,0,1
,3.022093968,0,0,5,4565,0,1
,0.045576114,35,9,5,4565,1,0
0,0.527495269,2,2,5,4565,0,1
,0.230745725,0,0,5,4565,0,1
,0.276823805,0,0,5,4565,0,1
0,1.17789289,1,1,1,4565,0,1
,0.536927823,10,-2,5,4565,0,0
,0.001763192,6,6,5,4565,0,1
1,0.036112574,0,0,1,4565,0,1
1,0,0,0,3,4565,0,1
,0.613418114,0,0,5,4565,0,1
,0.090691772,6,6,3,4566,0,1
,0.011721397,2,2,4,4566,0,1
,0,0,0,5,4566,0,1
,0.106253833,3,3,5,4566,0,1
,0.949633796,3,3,5,4566,0,1
0,0.575179699,13,5,3,4566,0,1
0,3.524599131,5,-1,3,4566,0,1
,0,17,3,4,4566,1,0
,0.000221975,2,2,4,4566,0,1
,0.050793599,3,3,5,4566,0,1
,0.059905402,1,1,4,4566,0,1
,0.056886697,3,3,5,4566,0,1
,0.050565342,1,1,5,4566,0,1
,1.034693551,2,2,5,4566,0,1
0.5,3.162323101,4,-2,1,4566,0,1
0.888888889,0.46693782,25,21,3,4566,0,1
,0.542484762,5,1,1,4566,0,1
1,0.21029142,6,0,2,4566,0,1
,0.664377643,6,6,4,4567,0,1
,0.509124815,7,7,5,4567,0,1
,3.139110502,6,0,3,4567,0,1
0.666666667,0.040333977,19,7,5,4567,0,1
1,2.051846523,1,-1,1,4567,0,1
0,1.073787507,10,10,5,4567,1,0
0,0.288880424,19,13,5,4567,1,0
0,4.952866261,3,3,5,4567,0,1
,3.652165672,35,27,5,4568,1,0
0.666666667,5.029336181,25,25,5,4568,1,0
1,0.042767415,51,41,4,4568,1,0
1,0.063247623,4,2,2,4568,0,1
1,0.021751471,2,2,4,4568,0,1
,4.138769335,0,0,5,4568,0,1
0.730769231,0.135095737,20,18,5,4568,1,0
,0.783089452,0,0,5,4568,0,1
,0.001392171,0,0,5,4568,0,1
,0,0,0,5,4568,0,1
,3.473197874,0,0,4,4568,0,1
0.5,0.365863658,16,8,5,4568,0,1
1,0.664431562,3,3,5,4568,0,1
,0.039626406,2,2,5,4569,0,1
,2.316848952,2,2,3,4569,0,1
,0.047425926,24,24,5,4569,0,1
,0.173530621,2,2,5,4569,0,1
,0,2,2,4,4569,0,1
,0.377115043,0,0,5,4569,0,1
1,0.031146693,4,4,2,4569,0,1
,0.50264227,0,0,5,4569,0,1
,1.353744084,0,0,5,4569,0,1
1,2.672218092,5,5,5,4569,1,0
,0.451688475,10,10,5,4570,1,0
,0.809323796,4,4,5,4570,0,1
,0.406122407,3,1,5,4570,0,1
1,10.74331621,2,2,5,4570,0,1
0.7,1.693070477,29,25,3,4570,1,0
0.5,0.602884534,7,5,3,4570,1,0
,7.094468856,0,0,5,4570,0,1
0.5,0.046348368,64,60,5,4570,0,0
,0.011721397,2,2,5,4570,0,1
,1.688739491,0,0,5,4570,0,1
1,0.124380433,27,19,4,4570,0,1
,3.450835587,3,3,5,4570,0,1
,0.097809364,33,25,5,4571,0,1
1,0.192593338,4,4,4,4571,0,1
,0.771658661,7,5,5,4571,0,1
0.666666667,0.173244677,9,3,3,4571,0,1
,0.290330954,6,-4,1,4571,0,1
0.259259259,2.086456221,3,3,1,4571,0,1
0,0,12,12,5,4571,1,0
,0.53375984,0,0,4,4571,0,1
,0.40876598,7,3,5,4571,0,1
,0.35310015,2,-2,1,4571,0,1
,0.974130424,7,5,3,4571,0,1
,0.125001629,6,6,5,4571,0,1
,0.001392171,4,4,5,4572,0,1
,0.068929015,0,0,5,4572,0,1
0,0.60417621,0,0,4,4572,0,1
,0.472257491,0,0,3,4572,0,1
,0.346287548,0,0,5,4572,0,1
,0.097673679,0,0,5,4572,0,1
,0.153505972,3,3,4,4572,0,1
,0.2383217,3,3,4,4572,0,1
,2.220871941,3,3,5,4572,0,1
0.833333333,0.534415615,8,6,3,4572,0,1
,0.225594257,0,0,5,4572,0,1
,0.62078915,2,2,5,4572,0,1
,0.093042668,6,6,4,4572,0,1
,0.157452093,8,8,5,4572,0,1
,0.039232374,3,3,5,4572,0,1
,0.041339875,4,4,5,4572,0,1
,2.316678094,1,-1,2,4572,0,1
,0.279885689,27,23,5,4572,1,0
,0.804209631,6,6,5,4572,0,0
1,0.802093471,8,8,2,4572,0,1
1,0.749855242,12,12,5,4572,0,1
,0.087882997,7,7,5,4572,0,1
,0.008868572,3,3,4,4572,0,1
,0.416741027,1,1,4,4573,0,1
,0.071960409,0,0,5,4573,0,1
,1.590576208,5,5,5,4573,0,1
0,0.214090892,10,6,4,4573,1,0
,1.08185129,5,5,5,4573,0,1
,0.812570015,12,8,4,4573,0,1
0,0,7,3,2,4573,0,1
,0.02444593,3,3,5,4573,0,1
,0.59638602,0,0,5,4573,0,1
,0.397085184,5,5,5,4573,0,1
,0.151818322,2,2,4,4573,0,1
,0.13713575,3,3,5,4573,0,1
1,0.001392171,2,2,5,4573,0,1
,0.009484002,0,0,5,4573,0,1
,1.18843469,0,0,5,4573,0,1
1,0.329630824,12,12,5,1818794,0,1
,0.003735326,3,3,4,1818794,0,1
,0.068929015,0,0,5,1818794,0,1
,0.124378012,0,0,5,1818794,0,1
,0.306183855,5,5,5,1818794,0,1
,0.144160493,1,-1,5,1818794,0,1
1,1.323477517,3,-3,1,1818794,0,1
,1.598815476,7,7,5,1818794,0,1
,0.721402171,4,2,5,1818794,0,1
,0.458566254,2,2,3,1818794,0,1
,1.463531994,2,2,5,1818794,0,1
1,0.663946881,14,12,5,1818794,0,1
,1.171723635,6,0,2,1818795,0,1
0,0.118850575,7,7,4,1818795,1,0
1,0.15319982,0,0,1,1818795,0,1
1,0.026724539,2,2,3,1818795,0,1
,2.499717705,0,0,1,1818795,0,1
0,0.117121939,13,13,5,1818795,1,0
,0.756999552,1,1,5,1818795,0,1
,0.9202064,2,2,5,1818795,0,1
,0.034285553,7,5,5,1818795,0,1
,0.340768427,3,3,5,1818795,0,1
,1.349401901,3,3,5,1818796,0,1
1,0.00077795,14,6,2,1818796,0,1
,0.535544672,0,0,5,1818796,0,1
,0.173050172,3,3,4,1818796,0,1
,0.103740501,6,6,5,1818796,0,1
,0.316273188,4,2,5,1818796,0,1
1,0.172683999,0,0,5,1818796,0,1
,0.289184596,8,8,5,1818796,0,1
,0.801426126,0,0,4,1818796,0,1
,0.061225245,5,1,2,1818796,0,1
,0.216110255,0,0,5,1818796,0,1
,0.75951128,0,0,5,1818796,0,1
,1.186217504,16,16,5,1818796,1,0
,1.495498331,2,-2,2,1818796,0,1
0.5,2.28824143,5,1,5,1818796,0,1
0,0.564107074,16,6,4,1818796,1,0
,0.513975199,2,2,5,1818796,0,1
,0.96494295,6,2,5,1818796,0,1
,1.462368584,3,-3,1,1818796,0,1
,1.688369443,14,12,5,1818796,1,0
0,0.829856928,18,14,5,1818797,1,0
,0.490545007,15,15,5,1818797,0,1
0.847826087,0.091496662,10,4,1,1818797,0,1
,0.040747059,0,0,5,1818797,0,1
,0.017233357,4,4,4,1818797,0,1
,0.126174848,0,0,1,1818797,0,1
,3.110507192,5,5,4,1818797,0,1
,0.466965893,8,0,5,1818797,0,1
,0.133776381,2,2,3,1818797,0,1
,1.722658382,0,0,5,1818797,0,1
,0.096578901,12,10,5,1818797,1,0
,0.005637887,10,6,5,1818797,0,1
,0.036167327,10,-4,5,1818797,0,1
0,0.177418242,0,0,3,1818797,0,1
,0.311103397,9,3,5,1818798,0,1
,0.169599978,5,5,5,1818798,0,1
,0.123227078,0,0,5,1818798,0,1
1,0.027560441,4,4,5,1818798,0,1
,0.493189208,0,0,3,1818798,0,1
,1.345636019,2,0,2,1818798,0,1
0.5,0.549933503,8,4,4,1818798,0,1
,1.432777656,1,1,5,1818798,0,1
,0.07921262,12,8,4,1818798,0,1
,0.022855632,0,0,5,1818798,0,1
,0.071774578,0,0,2,1818798,0,1
,0.664958846,4,4,3,1818799,0,1
0.463414634,0.105251597,12,0,1,1818799,0,1
,0.001610657,0,0,5,1818799,0,1
,0,0,0,1,1818799,0,1
,0.02275475,0,0,5,1818799,0,1
1,0.42122351,0,0,3,1818799,0,1
,0.10752105,6,0,1,1818799,0,1
0.5,0.055901539,7,7,1,1818799,0,1
,1.399365606,2,2,4,1818799,0,1
,0.700038383,5,-5,2,1818799,1,0
,0.424711469,11,9,5,1818799,0,1
0,3.110322151,0,0,3,1818799,0,1
,0.418785585,17,9,5,1818800,1,0
1,0.727123528,11,5,4,1818800,0,1
,0.350115977,9,9,5,1818800,0,0
1,0.113005031,4,2,2,1818800,0,0
,0,3,3,5,1818800,0,1
,0.224106727,2,2,4,1818800,0,1
,6.163061144,9,3,5,1818800,0,1
0,0.242455999,20,6,5,1818800,0,0
,0.014959234,3,3,5,1818800,0,1
,0.300020834,0,0,5,1818800,0,1
,0.777663678,11,11,5,1818800,0,1
1,0.0058659,5,5,5,1818800,0,0
,1.652129442,0,0,5,1818801,0,1
1,0.751747102,1,-1,3,1818801,0,0
,0.079390476,19,19,5,1818801,0,1
,0.101880468,3,3,5,1818801,0,1
1,0.934032934,4,4,2,1818801,0,1
,0,1,-1,5,1818801,0,1
,1.080408565,3,3,5,1818801,0,1
,0.104006378,9,3,3,1818801,0,1
,0.02568545,1,1,5,1818802,0,1
0,0.892611797,1,1,1,1818802,0,1
,1.748809103,21,17,5,1818802,0,1
,1.647731331,20,-4,5,1818802,0,1
,0.359427692,11,-1,5,1818802,0,1
,0.89980455,3,3,5,1818802,0,1
,0,4,4,5,1818802,0,1
,0.335733635,2,2,4,1818802,0,1
0,0.032930693,8,-2,1,1818802,0,1
,2.025811763,3,3,5,1818802,0,1
0.6,2.508905599,0,0,5,1818802,0,1
1,0.092773489,20,16,5,4652,0,1
,0.005125724,3,3,5,4652,0,1
0,0.527185326,0,0,5,4652,0,1
,0.133360257,1,1,5,4652,0,1
,0.011721397,0,0,4,4652,0,1
,0.617016952,0,0,5,4652,0,1
1,0.331427409,0,0,5,4652,0,1
0.5,0.062713056,1,1,4,4653,0,1
0,0.342491657,5,-5,4,4653,0,1
,0.1139861,0,0,2,4653,0,1
,0.413376541,4,4,5,4653,0,1
,0.520574784,7,5,5,4653,0,1
,7.249711534,8,8,5,4653,0,1
1,0.0048151,61,27,5,4653,0,0
,0.092831674,0,0,3,4653,0,1
,0.605861128,2,2,5,4653,0,1
1,0.040419716,2,2,5,4654,0,1
,8.13E-05,5,5,5,4654,0,1
,0.014959234,3,3,5,4654,0,1
,0.117277414,0,0,5,4654,0,1
,0.976869197,0,0,4,4654,0,1
0,0.42560158,3,-3,2,4654,0,1
,0,4,4,4,4655,0,1
,0.069965716,2,-2,5,4655,0,1
,0.256698182,0,0,4,4655,0,1
1,0.124781341,4,4,4,4655,0,1
,1.517818331,1,1,5,4655,0,1
,0.083402717,4,-4,1,4655,0,1
1,0.351288758,6,6,4,4655,0,1
,0.175247324,2,2,3,4655,0,1
1,1.363160984,3,3,3,4655,0,1
1,0,7,7,5,4655,0,1
,0.512974406,0,0,5,4655,0,1
,5.987530684,3,3,5,4655,0,1
0.823529412,0.258828189,30,30,5,4655,0,0
,0.122618047,1,1,5,4655,0,1
,0.014331626,3,3,5,4655,0,1
,1.054529666,0,0,1,4655,0,1
,0.152372927,7,7,5,4655,0,1
,0.047056944,2,2,5,4655,0,1
,0.086198969,1,-1,1,4655,0,1
,0.311807412,4,2,5,4655,0,1
,0.033904174,2,2,5,4655,0,1
,0.373751774,2,2,3,4656,0,1
0,0.597595985,5,5,5,4656,0,1
,0.029248439,4,4,5,4656,0,1
,0.146477898,3,-3,2,4656,0,1
,0.182972782,2,2,5,4656,0,1
,0,1,-1,5,4656,0,1
,0.618331266,0,0,3,4656,0,1
,0.021751471,11,-5,3,4656,0,1
,0,0,0,5,4656,0,1
,0.16455962,3,3,5,4656,0,1
,0.022211445,0,0,4,4656,0,1
,0.417604671,0,0,5,4656,0,1
,0.346287548,6,6,5,4656,0,1
,0.018306491,0,0,5,4656,0,1
1,0,3,3,5,4656,0,1
,1.086404232,3,3,5,4656,0,1
,0.064431242,11,11,4,4656,0,1
,0,0,0,4,4656,0,1
,0.629560187,0,0,5,4657,0,1
0.7,0.07651593,5,5,5,4657,0,1
,1.14173725,3,3,5,4657,0,1
0.75,1.534476927,4,4,1,4657,0,1
,0.001900189,10,6,5,4657,0,1
,0.234875296,0,0,5,4657,0,1
,4.809621557,2,-2,1,4657,0,1
0,0,25,-5,1,4658,0,1
,4.916587802,3,3,5,4658,0,1
1,0.527858225,36,14,3,4658,0,1
,0.02444593,3,3,5,4658,0,1
,0,1,1,4,4658,0,1
,0.052164279,3,3,4,4658,0,1
,0.251067701,3,3,5,4658,0,1
,0.343437521,5,5,5,4658,0,1
1,0.055760868,7,-1,1,4658,0,1
0,0.001392171,0,0,4,4658,0,1
,1.711554101,0,0,5,4658,0,1
,0.636440006,3,3,5,4658,0,1
0.75,5.95871014,4,-4,1,4658,0,1
0.814814815,0,44,40,5,4658,0,0
,2.384149362,0,0,2,4658,0,1
,0.088715662,20,4,5,4658,0,1
,0.104354426,3,3,5,4658,0,1
,0.069033998,2,-2,1,4658,0,1
,1.024931133,7,7,3,4658,0,1
,0.50264227,6,4,5,4658,0,1
,0.148570832,2,2,4,4659,0,1
1,0.779905694,9,1,4,4659,0,1
,0.047602701,2,2,5,4659,0,1
,0.063328971,0,0,2,4659,0,1
,0.045478572,5,5,4,4659,0,1
,0.00144595,0,0,5,4659,0,1
,0.451582143,3,3,5,4659,0,1
,1.262511599,5,1,3,4659,0,1
1,0.509131596,4,2,5,4660,0,1
,0.308799597,0,0,5,4660,0,1
,0.293391908,3,3,5,4660,0,1
,0.184274506,3,1,5,4660,0,1
,0.014256646,6,6,5,4660,0,1
,6.218752691,0,0,5,4660,0,0
1,0.527495269,66,58,5,4660,0,1
0,1.226417858,3,3,1,4660,0,1
,0.03861139,7,1,5,4660,0,1
,0.874969636,3,3,1,4660,0,1
1,0.020143837,18,14,5,4660,0,0
,0.001499452,3,3,5,4660,0,1
,0.055456279,0,0,1,4660,0,1
,0.069160074,3,-3,4,4660,0,1
,0.173610165,2,2,4,4661,0,1
,0,7,5,5,4661,0,1
0,0.034285553,3,3,4,4661,0,1
,0.603914578,3,3,5,4661,0,1
,2.660248168,5,1,4,4661,0,1
1,0.848549449,12,0,5,4661,0,0
1,0.321434549,4,4,5,4661,0,1
,0.184132652,3,3,5,4661,0,1
,0.177500126,2,2,5,4661,0,1
,1.102145065,10,10,3,4661,0,1
1,0.068929015,4,4,5,4661,0,1
0,1.751710064,3,3,5,4661,0,1
,0.474008185,18,10,5,4661,0,1
,0.469717932,5,5,5,4661,0,1
,0.731610219,0,0,5,4661,0,1
,1.719573607,7,-1,4,4661,0,1
1,0,18,2,3,4662,0,1
0,0.133587729,0,0,4,4662,0,1
,0.126265061,5,1,1,4662,0,1
,0.260186271,7,5,3,4662,0,1
,1.036136678,3,3,5,4662,0,1
,0.662023202,6,6,5,4662,0,1
,1.156208668,5,-1,5,4662,0,1
1,0.430347071,3,3,5,4662,0,0
,0.089592829,7,7,5,4662,0,1
1,0.236149863,5,5,5,4662,0,1
,0.162625927,0,0,5,4662,0,1
,1.023731415,9,9,5,4662,0,1
,2.772022029,2,-2,5,4662,0,1
1,1.781876896,10,10,5,4663,0,1
0,0.069407756,21,7,4,4663,0,1
,0.391678263,3,3,5,4663,0,1
,0.330888821,0,0,5,4663,0,1
1,0,8,4,2,4663,0,1
0,0,3,3,5,4663,0,1
,0.156988815,3,3,5,4663,0,1
,0.564524035,0,0,5,4663,0,1
,0.071623579,0,0,4,4663,0,1
,0.733191141,2,2,1,4663,0,1
1,0.493699487,8,2,1,4663,0,1
,0.216110255,2,2,5,4663,0,1
,0.034268799,0,0,5,4664,0,1
,0.039611625,3,3,5,4664,0,1
1,0.069755576,3,3,5,4664,0,1
1,0.506887783,0,0,1,4664,0,1
,0.042856604,0,0,4,4664,0,1
,0.572665416,1,-1,5,4664,0,1
,0.074673097,2,2,5,4664,0,1
,0.583722048,3,3,5,4664,0,0
,0.796557107,8,8,5,4664,0,1
,0.068929015,9,9,5,4664,0,1
,0.469124204,0,0,5,4664,0,1
,0,5,1,5,4664,0,1
1,0.034764705,3,3,5,4664,0,1
,0.381674538,5,1,3,4665,0,1
,9.067961261,7,5,5,4665,0,1
0,0.018102674,45,35,5,4665,0,1
,0.493694672,0,0,2,4665,0,1
,0.04284462,5,3,5,4665,0,1
0.166666667,0.005037311,0,0,1,4665,0,1
,0.354771507,0,0,5,4665,0,1
,0.209767215,0,0,5,4665,0,1
,0.026724539,3,3,5,4665,0,1
1,1.072434717,3,3,4,4665,0,1
0,0.561480696,9,-3,5,4665,0,1
,0.39990941,2,2,5,4666,0,1
,0.50264227,2,2,5,4666,0,1
,0.256756996,0,0,4,4666,0,1
1,0,3,-3,1,4666,0,0
,0.6021042,0,0,5,4666,0,1
,0.369887802,9,9,5,4666,0,1
1,0.395946556,3,3,5,4666,0,1
,0.364116219,1,1,3,4666,0,1
1,0.328044494,0,0,5,4666,0,1
,0.428578072,0,0,1,4667,0,1
0.909090909,0.573681512,6,0,3,4667,0,1
,3.574961598,3,3,4,4667,0,1
0.666666667,0.064431242,11,3,4,4667,0,1
,0.685673248,0,0,5,4667,0,1
,0.068929015,10,10,5,4667,0,1
,1.403213026,0,0,5,4667,0,1
,0.097289602,2,-2,5,4667,0,1
,0.432105619,0,0,4,4667,0,1
1,0.111729819,4,0,4,4667,0,1
,0.559253873,3,3,5,4667,0,1
,0.476758534,5,1,5,4667,0,1
,0.028154526,0,0,4,4667,0,1
,0.047602701,1,1,5,4667,0,1
,2.440470243,0,0,5,4667,0,1
,0.227272546,11,11,5,4667,0,1
,0.243022753,7,7,5,4668,0,1
,0.707353437,7,5,2,4668,0,1
0,0.064512495,6,2,1,4668,0,1
,0.068929015,0,0,5,4668,0,1
,0.5009766,3,3,5,4668,0,1
1,0.315475476,0,0,3,4668,0,1
,0,7,7,1,4668,0,1
,0.090602599,3,3,5,4668,0,1
,1.371878682,4,0,4,4668,0,1
0.8,0.147340831,8,-2,5,4668,0,1
,0.014951797,5,5,5,4668,0,1
,0,0,0,1,4668,0,1
,1.782690351,0,0,4,4669,0,1
0.75,0.219669616,12,2,1,4669,0,1
,0.061248279,6,-6,1,4669,0,1
,1.796387445,0,0,2,4669,0,0
1,0.6740503,17,5,5,4669,0,1
,0.303590071,5,5,2,4669,0,1
,0.361547742,6,-2,3,4669,0,1
0,0.216110255,4,-4,1,4669,0,1
,2.508591103,2,2,5,4669,0,1
0.75,0.289648611,7,1,5,4669,0,1
,0.079224671,3,-1,4,4669,0,1
,0,1,-1,2,4669,0,1
,1.668378993,0,0,3,4669,0,1
0,0.358203753,11,3,5,4670,0,1
,0.025084058,0,0,5,4670,0,1
,0.239024037,4,4,5,4670,0,1
0,0.307107067,7,-3,1,4670,0,1
1,0.011721397,0,0,5,4670,0,1
1,0.028921851,0,0,3,4670,0,1
,0.09228616,0,0,5,4670,0,1
,1.263934297,3,3,5,4670,0,1
,0.987406103,0,0,5,4670,0,1
1,0.980829648,4,4,3,4670,0,1
1,0,5,5,4,4670,0,1
,0.068929015,0,0,5,4670,0,1
,0.071832214,0,0,5,4670,0,1
,0,2,2,5,4670,0,1
1,1.297812006,3,3,5,4670,0,1
0.8,0.068521946,13,-11,1,4671,0,1
,0.676586667,3,3,5,4671,0,1
0.666666667,0.044076016,6,6,5,4671,0,1
1,0,3,3,5,4671,0,1
,0.25301736,3,3,5,4671,0,1
,0.342439662,2,2,2,4671,0,1
,0.014959234,3,3,5,4671,0,1
,0.11329465,0,0,5,4671,0,1
,0.032930693,2,2,5,4671,0,1
1,0,3,3,5,4671,0,1
,1.627478302,0,0,5,4671,0,1
0,0.734043092,13,7,4,4672,0,1
,0.56061548,4,4,4,4672,0,1
,0.586113814,2,2,5,4672,0,1
0,0.080899476,6,6,5,4672,0,1
,0.902007704,3,3,5,4672,0,1
,0.508502557,4,4,5,4672,0,1
,1.278451257,0,0,4,4672,0,1
0.75,0.260619523,10,2,1,4672,0,1
,0.461912706,5,1,5,4673,0,1
,0.901089536,0,0,3,4673,0,1
,1.119409057,6,6,4,4673,0,1
,0.663449693,5,5,5,4673,0,1
,0.711565483,3,3,4,4673,0,1
1,0,3,3,5,4673,0,1
,0.119559777,3,3,5,4673,0,1
,2.01409187,2,2,5,4673,0,1
1,0.613280596,15,15,5,4673,0,1
,0.677634161,3,3,5,4673,0,1
,0.50893713,0,0,2,4673,0,1
,0,2,-2,5,4673,0,1
,0.651025641,3,3,5,1818804,0,1
,0.129608053,0,0,5,1818804,0,1
,0.170987636,3,3,5,1818804,0,1
,0.118668752,1,-1,2,1818804,0,1
,0.036313227,0,0,5,1818804,0,1
,0.084637189,0,0,5,1818804,0,1
,0.01690607,8,6,5,1818804,0,1
,0.815351467,0,0,3,1818804,0,1
,0.262793117,16,16,5,1818804,0,1
,0.201525116,5,5,5,1818804,0,1
,0.06629729,6,2,4,1818804,0,1
,0.058756284,3,3,5,1818804,0,1
,1.830326217,2,2,5,1818804,0,1
,0.079549162,12,10,5,1818804,0,1
,0.082129864,1,1,5,1818805,0,1
,0.14446388,3,3,5,1818805,0,1
,0.32161663,0,0,3,1818805,0,1
,0.059276109,1,1,5,1818805,0,1
,0.465495051,3,3,4,1818805,0,1
,1.061374835,5,1,4,1818805,0,1
,0.75011434,12,12,5,1818805,0,1
1,0.075982897,7,5,2,1818805,0,1
,0.230509589,0,0,5,1818805,0,1
,0.387184756,3,3,5,1818805,0,1
1,0.073280156,2,2,1,1818806,0,0
,0.090057326,3,3,5,1818806,0,1
,1.013686044,0,0,5,1818806,0,1
0,1.247008471,14,0,1,1818806,0,1
,0.236512682,0,0,5,1818806,0,1
,0.095308051,2,2,4,1818806,0,1
,0.562343551,3,1,5,1818806,0,1
